Molecule_ID,Name,SMILES,Handedness
Mol_112,(2R)-2-amino-5-(hydroxyamino)pentanoic acid_enantiomer,N[C@@H](CCCNO)C(=O)O,2:S
Mol_113,"(7aR)-5,6,7,7a-tetrahydropyrrolo[1,2-c]imidazole-1,3-dione",O=C1NC(=O)N2CCC[C@H]12,2:R
Mol_114,"(7aR)-5,6,7,7a-tetrahydropyrrolo[1,2-c]imidazole-1,3-dione_enantiomer",O=C1NC(=O)N2CCC[C@@H]12,2:S
Mol_115,"(2R)-2-amino-3,3,4,4,5,5,6,6,6-nonadeuteriohexanoic acid",[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[C@@H](N)C(=O)O,13:R
Mol_116,"(2R)-2-amino-3,3,4,4,5,5,6,6,6-nonadeuteriohexanoic acid_enantiomer",[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[C@H](N)C(=O)O,13:S
Mol_117,(3R)-3-(azetidin-1-yl)pyrrolidine,C1CN([C@@H]2CCNC2)C1,4:R
Mol_118,(3R)-3-(azetidin-1-yl)pyrrolidine_enantiomer,C1CN([C@H]2CCNC2)C1,4:S
Mol_119,(2R)-2-(fluoromethyl)pyrrolidine;hydrochloride,Cl.FC[C@H]1CCCN1,2:R
Mol_120,(2R)-2-(fluoromethyl)pyrrolidine;hydrochloride_enantiomer,Cl.FC[C@@H]1CCCN1,2:S
Mol_121,"(2R)-3-azidopropane-1,2-diol",[N-]=[N+]=NC[C@@H](O)CO,1:R
Mol_122,"(2R)-3-azidopropane-1,2-diol_enantiomer",[N-]=[N+]=NC[C@H](O)CO,1:S
Mol_123,(3R)-3-hydroxy-3-methyl-5-oxopentanoate,C[C@@](O)(CC=O)CC(=O)[O-],1:R
Mol_124,(3R)-3-hydroxy-3-methyl-5-oxopentanoate_enantiomer,C[C@](O)(CC=O)CC(=O)[O-],1:S
Mol_125,(3R)-N-methyloxolan-3-amine,CN[C@@H]1CCOC1,2:R
Mol_126,(3R)-N-methyloxolan-3-amine_enantiomer,CN[C@H]1CCOC1,2:S
Mol_127,(3R)-4-methylpent-1-yn-3-ol,C#C[C@H](O)C(C)C,3:R
Mol_128,(3R)-4-methylpent-1-yn-3-ol_enantiomer,C#C[C@@H](O)C(C)C,3:S
Mol_129,"methyl (2R)-2,3,3,4,4,5,5,6,6-nonadeuteriopiperidine-2-carboxylate",[2H]C1([2H])N[C@@]([2H])(C(=O)OC)C([2H])([2H])C([2H])([2H])C1([2H])[2H],1:R
Mol_130,"methyl (2R)-2,3,3,4,4,5,5,6,6-nonadeuteriopiperidine-2-carboxylate_enantiomer",[2H]C1([2H])N[C@]([2H])(C(=O)OC)C([2H])([2H])C([2H])([2H])C1([2H])[2H],1:S
Mol_131,(R)-N-[(1S)-1-cyclobutylethyl]methanesulfinamide,C[C@H](N[S@@](C)=O)C1CCC1,"1:S,7:S"
Mol_132,(R)-N-[(1S)-1-cyclobutylethyl]methanesulfinamide_enantiomer,C[C@@H](N[S@](C)=O)C1CCC1,"1:R,7:R"
Mol_133,(3S)-3-aminoazepan-2-one;hydrochloride,Cl.N[C@H]1CCCCNC1=O,6:S
Mol_134,(3S)-3-aminoazepan-2-one;hydrochloride_enantiomer,Cl.N[C@@H]1CCCCNC1=O,6:R
Mol_135,"(4R)-1,2-oxazolidin-4-ol;hydrochloride",Cl.O[C@@H]1CNOC1,1:R
Mol_136,"(4R)-1,2-oxazolidin-4-ol;hydrochloride_enantiomer",Cl.O[C@H]1CNOC1,1:S
Mol_137,"trans-(1R,2R)-1-N,2-N-dimethylcyclohexane-1,2-diamine",CN[C@@H]1CCCC[C@H]1NC,"2:R,7:R"
Mol_138,"trans-(1R,2R)-1-N,2-N-dimethylcyclohexane-1,2-diamine_enantiomer",CN[C@H]1CCCC[C@@H]1NC,"2:S,7:S"
Mol_139,(2R)-3-amino-2-(carbamoylamino)propanoic acid,NC[C@@H](NC(N)=O)C(=O)O,1:R
Mol_140,(2R)-3-amino-2-(carbamoylamino)propanoic acid_enantiomer,NC[C@H](NC(N)=O)C(=O)O,1:S
Mol_141,(4R)-2-methylheptan-4-ol,CCC[C@@H](O)CC(C)C,3:R
Mol_142,(4R)-2-methylheptan-4-ol_enantiomer,CCC[C@H](O)CC(C)C,3:S
Mol_143,(R)-2-methyl-N-methylidenepropane-2-sulfinamide,C=N[S@](=O)C(C)(C)C,4:S
Mol_144,(R)-2-methyl-N-methylidenepropane-2-sulfinamide_enantiomer,C=N[S@@](=O)C(C)(C)C,4:R
Mol_145,"(1R)-1-[(4S)-2,2-dimethyl-1,3-dioxolan-4-yl]ethanamine",C[C@@H](N)[C@H]1COC(C)(C)O1,"1:R,2:S"
Mol_146,"(1R)-1-[(4S)-2,2-dimethyl-1,3-dioxolan-4-yl]ethanamine_enantiomer",C[C@H](N)[C@@H]1COC(C)(C)O1,"1:S,2:R"
Mol_147,"sodium (4R)-1,3-thiazolidine-4-carboxylate",O=C([O-])[C@@H]1CSCN1.[Na+],1:R
Mol_148,"sodium (4R)-1,3-thiazolidine-4-carboxylate_enantiomer",O=C([O-])[C@H]1CSCN1.[Na+],1:S
Mol_149,"(5S,6R)-6-hydroxy-5-methylheptan-2-one",CC(=O)CC[C@H](C)[C@@H](C)O,"1:S,7:R"
Mol_150,"(5S,6R)-6-hydroxy-5-methylheptan-2-one_enantiomer",CC(=O)CC[C@@H](C)[C@H](C)O,"1:R,7:S"
Mol_151,1-[(R)-methylsulfanylsulfinyl]butane,CCCC[S@](=O)SC,4:S
Mol_152,1-[(R)-methylsulfanylsulfinyl]butane_enantiomer,CCCC[S@@](=O)SC,4:R
Mol_153,(3R)-3-methylpiperidine;hydrochloride,C[C@@H]1CCCNC1.Cl,1:R
Mol_154,(3R)-3-methylpiperidine;hydrochloride_enantiomer,C[C@H]1CCCNC1.Cl,1:S
Mol_155,1-[(3R)-3-chloropiperidin-1-yl]ethanone,CC(=O)N1CCC[C@@H](Cl)C1,7:R
Mol_156,1-[(3R)-3-chloropiperidin-1-yl]ethanone_enantiomer,CC(=O)N1CCC[C@H](Cl)C1,7:S
Mol_157,(R)-hydrazinyl(pyridin-2-yl)methanamine,NN[C@@H](N)c1ccccn1,6:R
Mol_158,(R)-hydrazinyl(pyridin-2-yl)methanamine_enantiomer,NN[C@H](N)c1ccccn1,6:S
Mol_159,"(2S)-2,3-dihydroxypropanal",O=C[C@@H](O)CO,1:S
Mol_160,"(2S)-2,3-dihydroxypropanal_enantiomer",O=C[C@H](O)CO,1:R
Mol_161,(3R)-3-amino-4-methylpentanoic acid;hydrochloride,CC(C)[C@H](N)CC(=O)O.Cl,3:R
Mol_162,(3R)-3-amino-4-methylpentanoic acid;hydrochloride_enantiomer,CC(C)[C@@H](N)CC(=O)O.Cl,3:S
Mol_163,(2R)-2-(difluoromethyl)morpholine;hydrochloride,Cl.FC(F)[C@H]1CNCCO1,3:R
Mol_164,(2R)-2-(difluoromethyl)morpholine;hydrochloride_enantiomer,Cl.FC(F)[C@@H]1CNCCO1,3:S
Mol_165,"(4R)-4-methyl-1,3-oxazolidin-2-one",C[C@@H]1COC(=O)N1,1:R
Mol_166,"(4R)-4-methyl-1,3-oxazolidin-2-one_enantiomer",C[C@H]1COC(=O)N1,1:S
Mol_167,"(8aR)-2,5,6,7,8,8a-hexahydro-1H-imidazo[1,5-a]pyrazin-3-one",O=C1NC[C@H]2CNCCN12,3:R
Mol_168,"(8aR)-2,5,6,7,8,8a-hexahydro-1H-imidazo[1,5-a]pyrazin-3-one_enantiomer",O=C1NC[C@@H]2CNCCN12,3:S
Mol_169,(2R)-2-methylhexan-1-ol,CCCC[C@@H](C)CO,4:R
Mol_170,(2R)-2-methylhexan-1-ol_enantiomer,CCCC[C@H](C)CO,4:S
Mol_171,(1R)-1-(5-methyl-2-pyridinyl)ethanamine,Cc1ccc([C@@H](C)N)nc1,7:R
Mol_172,(1R)-1-(5-methyl-2-pyridinyl)ethanamine_enantiomer,Cc1ccc([C@H](C)N)nc1,7:S
Mol_173,1-[(2R)-2-(hydroxymethyl)pyrrolidin-1-yl]ethanone,CC(=O)N1CCC[C@@H]1CO,7:R
Mol_174,1-[(2R)-2-(hydroxymethyl)pyrrolidin-1-yl]ethanone_enantiomer,CC(=O)N1CCC[C@H]1CO,7:S
Mol_175,(3R)-3-(fluoromethyl)morpholine;hydrochloride,Cl.FC[C@H]1COCCN1,4:R
Mol_176,(3R)-3-(fluoromethyl)morpholine;hydrochloride_enantiomer,Cl.FC[C@@H]1COCCN1,4:S
Mol_177,methyl 2-[(2R)-oxiran-2-yl]acetate,COC(=O)C[C@@H]1CO1,5:R
Mol_178,methyl 2-[(2R)-oxiran-2-yl]acetate_enantiomer,COC(=O)C[C@H]1CO1,5:S
Mol_179,"(4R)-2,2-dimethyl-1,3-dioxolane-4-carboxylate",CC1(C)OC[C@H](C(=O)[O-])O1,4:R
Mol_180,"(4R)-2,2-dimethyl-1,3-dioxolane-4-carboxylate_enantiomer",CC1(C)OC[C@@H](C(=O)[O-])O1,4:S
Mol_181,(3R)-1-(2-methoxyethyl)pyrrolidin-3-ol,COCCN1CC[C@@H](O)C1,7:R
Mol_182,(3R)-1-(2-methoxyethyl)pyrrolidin-3-ol_enantiomer,COCCN1CC[C@H](O)C1,7:S
Mol_183,(1R)-1-cyclobutyl-N-methylethanamine,CN[C@H](C)C1CCC1,1:R
Mol_184,(1R)-1-cyclobutyl-N-methylethanamine_enantiomer,CN[C@@H](C)C1CCC1,1:S
Mol_185,[(1R)-1-azaniumyl-3-methylbutyl]-hydroxyphosphinate,CC(C)C[C@H]([NH3+])P(=O)([O-])O,"4:R,6:?"
Mol_186,[(1R)-1-azaniumyl-3-methylbutyl]-hydroxyphosphinate_enantiomer,CC(C)C[C@@H]([NH3+])P(=O)([O-])O,"4:S,6:?"
Mol_187,6-[(1R)-1-aminoethyl]pyridin-2-amine,C[C@@H](N)c1cccc(N)n1,1:R
Mol_188,6-[(1R)-1-aminoethyl]pyridin-2-amine_enantiomer,C[C@H](N)c1cccc(N)n1,1:S
Mol_189,[(R)-bromomethylsulfinyl]benzene,O=[S@@](CBr)c1ccccc1,6:S
Mol_190,[(R)-bromomethylsulfinyl]benzene_enantiomer,O=[S@](CBr)c1ccccc1,6:R
Mol_191,(2R)-2-amino-N-ethylbutanamide,CCNC(=O)[C@H](N)CC,2:R
Mol_192,(2R)-2-amino-N-ethylbutanamide_enantiomer,CCNC(=O)[C@@H](N)CC,2:S
Mol_193,"(2S,3R)-2-(hydroxymethyl)piperidin-3-ol",OC[C@@H]1NCCC[C@H]1O,"2:R,3:S"
Mol_194,"(2S,3R)-2-(hydroxymethyl)piperidin-3-ol_enantiomer",OC[C@H]1NCCC[C@@H]1O,"2:S,3:R"
Mol_195,(2R)-2-(2-chloroethyl)-1-methylpyrrolidine,CN1CCC[C@@H]1CCCl,5:R
Mol_196,(2R)-2-(2-chloroethyl)-1-methylpyrrolidine_enantiomer,CN1CCC[C@H]1CCCl,5:S
Mol_197,ethyl (2S)-2-methyl-3-oxobutanoate,CCOC(=O)[C@@H](C)C(C)=O,5:S
Mol_198,ethyl (2S)-2-methyl-3-oxobutanoate_enantiomer,CCOC(=O)[C@H](C)C(C)=O,5:R
Mol_199,"(R)-methoxy-(3-methyl-1,2-oxazol-5-yl)methanamine",CO[C@@H](N)c1cc(C)no1,6:R
Mol_200,"(R)-methoxy-(3-methyl-1,2-oxazol-5-yl)methanamine_enantiomer",CO[C@H](N)c1cc(C)no1,6:S
Mol_201,[(2R)-2-methylpyrrolidin-1-yl]methanol,C[C@@H]1CCCN1CO,1:R
Mol_202,[(2R)-2-methylpyrrolidin-1-yl]methanol_enantiomer,C[C@H]1CCCN1CO,1:S
Mol_203,(1R)-1-phenylprop-2-yn-1-amine,C#C[C@@H](N)c1ccccc1,2:S
Mol_204,(1R)-1-phenylprop-2-yn-1-amine_enantiomer,C#C[C@H](N)c1ccccc1,2:R
Mol_205,(3R)-3-aminohexan-1-ol;hydrochloride,CCC[C@@H](N)CCO.Cl,3:R
Mol_206,(3R)-3-aminohexan-1-ol;hydrochloride_enantiomer,CCC[C@H](N)CCO.Cl,3:S
Mol_207,(5R)-5-methylheptan-3-one,CCC(=O)C[C@H](C)CC,2:R
Mol_208,(5R)-5-methylheptan-3-one_enantiomer,CCC(=O)C[C@@H](C)CC,2:S
Mol_209,"(2R,5R)-hexane-2,5-diol",C[C@@H](O)CC[C@@H](C)O,"1:R,4:R"
Mol_210,"(2R,5R)-hexane-2,5-diol_enantiomer",C[C@H](O)CC[C@H](C)O,"1:S,4:S"
Mol_211,"(4S)-3,4-dimethyl-4H-1,2-oxazol-5-one",CC1=NOC(=O)[C@H]1C,1:S
Mol_212,"(4S)-3,4-dimethyl-4H-1,2-oxazol-5-one_enantiomer",CC1=NOC(=O)[C@@H]1C,1:R
Mol_213,2-[[(R)-methylsulfinyl]methyl]oxolane,C[S@@](=O)CC1CCCO1,"1:S,4:?"
Mol_214,2-[[(R)-methylsulfinyl]methyl]oxolane_enantiomer,C[S@](=O)CC1CCCO1,"1:R,4:?"
Mol_215,(E)-N-methyl-3-[(R)-methylsulfinyl]prop-2-enamide,CNC(=O)/C=C/[S@@](C)=O,6:S
Mol_216,(E)-N-methyl-3-[(R)-methylsulfinyl]prop-2-enamide_enantiomer,CNC(=O)/C=C/[S@](C)=O,6:R
Mol_217,(3R)-3-aminooctan-1-ol,CCCCC[C@@H](N)CCO,5:R
Mol_218,(3R)-3-aminooctan-1-ol_enantiomer,CCCCC[C@H](N)CCO,5:S
Mol_219,(1R)-1-thiophen-3-ylethanamine,C[C@@H](N)c1ccsc1,1:R
Mol_220,(1R)-1-thiophen-3-ylethanamine_enantiomer,C[C@H](N)c1ccsc1,1:S
Mol_221,(2R)-3-azido-2-methylpropan-1-ol,C[C@@H](CO)CN=[N+]=[N-],1:R
Mol_222,(2R)-3-azido-2-methylpropan-1-ol_enantiomer,C[C@H](CO)CN=[N+]=[N-],1:S
Mol_223,N-[(2S)-heptan-2-yl]formamide,CCCCC[C@H](C)NC=O,5:S
Mol_224,N-[(2S)-heptan-2-yl]formamide_enantiomer,CCCCC[C@@H](C)NC=O,5:R
Mol_225,"[(2R)-3,4-dihydro-2H-pyran-2-yl]methanamine",NC[C@H]1CCC=CO1,2:R
