Molecule_ID,Name,SMILES,Handedness
Mol_908,methyl (2R)-3-chloro-2-hydroxypropanoate_enantiomer,COC(=O)[C@H](O)CCl,4:S
Mol_909,1-iodo-2-methyl-1-[(R)-methylsulfinyl]propan-2-ol,C[S@@](=O)C(I)C(C)(C)O,"3:?,4:S"
Mol_910,1-iodo-2-methyl-1-[(R)-methylsulfinyl]propan-2-ol_enantiomer,C[S@](=O)C(I)C(C)(C)O,"3:?,4:R"
Mol_911,"(3Z)-5-chloro-2-[(R)-methylsulfinyl]penta-1,3-diene",C=C(/C=C\CCl)[S@@](C)=O,1:S
Mol_912,"(3Z)-5-chloro-2-[(R)-methylsulfinyl]penta-1,3-diene_enantiomer",C=C(/C=C\CCl)[S@](C)=O,1:R
Mol_913,"(5R)-1,5-dimethyl-1,4-diazepane",C[C@@H]1CCN(C)CCN1,1:R
Mol_914,"(5R)-1,5-dimethyl-1,4-diazepane_enantiomer",C[C@H]1CCN(C)CCN1,1:S
Mol_915,"(1R)-1-[(2S)-1-methylpyrrolidin-2-yl]ethane-1,2-diol",CN1CCC[C@H]1[C@@H](O)CO,"5:S,6:R"
Mol_916,"(1R)-1-[(2S)-1-methylpyrrolidin-2-yl]ethane-1,2-diol_enantiomer",CN1CCC[C@@H]1[C@H](O)CO,"5:R,6:S"
Mol_917,(R)-2-methyl-N-propylpropane-2-sulfinamide,CCCN[S@](=O)C(C)(C)C,4:S
Mol_918,(R)-2-methyl-N-propylpropane-2-sulfinamide_enantiomer,CCCN[S@@](=O)C(C)(C)C,4:R
Mol_919,"(1R)-1-(1,3-thiazol-4-yl)ethanol",C[C@@H](O)c1cscn1,1:R
Mol_920,"(1R)-1-(1,3-thiazol-4-yl)ethanol_enantiomer",C[C@H](O)c1cscn1,1:S
Mol_921,"(4R)-3,3-difluoropiperidin-4-amine;hydrochloride",Cl.N[C@@H]1CCNCC1(F)F,5:R
Mol_922,"(4R)-3,3-difluoropiperidin-4-amine;hydrochloride_enantiomer",Cl.N[C@H]1CCNCC1(F)F,5:S
Mol_923,(2R)-2-(bromomethyl)oxetane,BrC[C@H]1CCO1,3:R
Mol_924,(2R)-2-(bromomethyl)oxetane_enantiomer,BrC[C@@H]1CCO1,3:S
Mol_925,[(3R)-3-methyloxan-3-yl]methanol,C[C@]1(CO)CCCOC1,1:R
Mol_926,[(3R)-3-methyloxan-3-yl]methanol_enantiomer,C[C@@]1(CO)CCCOC1,1:S
Mol_927,methyl (2R)-2-amino-3-fluoropropanoate,COC(=O)[C@@H](N)CF,4:R
Mol_928,methyl (2R)-2-amino-3-fluoropropanoate_enantiomer,COC(=O)[C@H](N)CF,4:S
Mol_929,"[(3R)-5,5-dimethyloxolan-3-yl]methanol",CC1(C)C[C@H](CO)CO1,3:R
Mol_930,"[(3R)-5,5-dimethyloxolan-3-yl]methanol_enantiomer",CC1(C)C[C@@H](CO)CO1,3:S
Mol_931,"methyl (5R)-5-methyl-4H-1,2-oxazole-5-carboxylate",COC(=O)[C@@]1(C)CC=NO1,1:R
Mol_932,"methyl (5R)-5-methyl-4H-1,2-oxazole-5-carboxylate_enantiomer",COC(=O)[C@]1(C)CC=NO1,1:S
Mol_933,2-[(2R)-piperidin-2-yl]ethanol,OCC[C@H]1CCCCN1,4:R
Mol_934,2-[(2R)-piperidin-2-yl]ethanol_enantiomer,OCC[C@@H]1CCCCN1,4:S
Mol_935,2-[[(2R)-2-aminopropanoyl]amino]acetic acid,C[C@@H](N)C(=O)NCC(=O)O,1:R
Mol_936,2-[[(2R)-2-aminopropanoyl]amino]acetic acid_enantiomer,C[C@H](N)C(=O)NCC(=O)O,1:S
Mol_937,(2R)-2-(aminomethyl)pentanoic acid;hydrochloride,CCC[C@H](CN)C(=O)O.Cl,3:R
Mol_938,(2R)-2-(aminomethyl)pentanoic acid;hydrochloride_enantiomer,CCC[C@@H](CN)C(=O)O.Cl,3:S
Mol_939,(2R)-2-amino-4-aminooxybutanoic acid,NOCC[C@@H](N)C(=O)O,4:R
Mol_940,(2R)-2-amino-4-aminooxybutanoic acid_enantiomer,NOCC[C@H](N)C(=O)O,4:S
Mol_941,(2R)-2-hydroxyhexanenitrile,CCCC[C@@H](O)C#N,4:R
Mol_942,(2R)-2-hydroxyhexanenitrile_enantiomer,CCCC[C@H](O)C#N,4:S
Mol_943,"(5R)-5-(hydroxymethyl)-1,3-oxazolidin-2-one",O=C1NC[C@H](CO)O1,1:R
Mol_944,"(5R)-5-(hydroxymethyl)-1,3-oxazolidin-2-one_enantiomer",O=C1NC[C@@H](CO)O1,1:S
Mol_945,"(4R)-3,3-difluoropiperidin-4-ol;hydrochloride",Cl.O[C@@H]1CCNCC1(F)F,5:R
Mol_946,"(4R)-3,3-difluoropiperidin-4-ol;hydrochloride_enantiomer",Cl.O[C@H]1CCNCC1(F)F,5:S
Mol_947,"(4R)-pentane-1,4-diol",C[C@@H](O)CCCO,1:R
Mol_948,"(4R)-pentane-1,4-diol_enantiomer",C[C@H](O)CCCO,1:S
Mol_949,(3R)-3-amino-N-methylhexanamide,CCC[C@@H](N)CC(=O)NC,3:R
Mol_950,(3R)-3-amino-N-methylhexanamide_enantiomer,CCC[C@H](N)CC(=O)NC,3:S
Mol_951,(3R)-3-ethenylhexanal,C=C[C@@H](CC=O)CCC,3:R
Mol_952,(3R)-3-ethenylhexanal_enantiomer,C=C[C@H](CC=O)CCC,3:S
Mol_953,(2R)-2-ethyl-2-methylpentanoic acid,CCC[C@@](C)(CC)C(=O)O,3:R
Mol_954,(2R)-2-ethyl-2-methylpentanoic acid_enantiomer,CCC[C@](C)(CC)C(=O)O,3:S
Mol_955,"(2R,3R)-pentane-2,3-diol",CC[C@@H](O)[C@@H](C)O,"2:R,3:R"
Mol_956,"(2R,3R)-pentane-2,3-diol_enantiomer",CC[C@H](O)[C@H](C)O,"2:S,3:S"
Mol_957,(2R)-piperazine-2-carboxamide,NC(=O)[C@H]1CNCCN1,3:R
Mol_958,(2R)-piperazine-2-carboxamide_enantiomer,NC(=O)[C@@H]1CNCCN1,3:S
Mol_959,(2R)-1-methoxy-N-methylpropan-2-amine,CN[C@H](C)COC,1:R
Mol_960,(2R)-1-methoxy-N-methylpropan-2-amine_enantiomer,CN[C@@H](C)COC,1:S
Mol_961,(2R)-pyrrolidin-2-ol;hydrochloride,Cl.O[C@@H]1CCCN1,2:R
Mol_962,(2R)-pyrrolidin-2-ol;hydrochloride_enantiomer,Cl.O[C@H]1CCCN1,2:S
Mol_963,"(2S,3S)-2,3-diaminobutanoic acid;dihydrochloride",C[C@H](N)[C@H](N)C(=O)O.Cl.Cl,"1:S,2:S"
Mol_964,"(2S,3S)-2,3-diaminobutanoic acid;dihydrochloride_enantiomer",C[C@@H](N)[C@@H](N)C(=O)O.Cl.Cl,"1:R,2:R"
Mol_965,[(R)-methylsulfinyl]methane;molecular hydrogen,[CH2+][S@](C)=O.[HH],2:S
Mol_966,[(R)-methylsulfinyl]methane;molecular hydrogen_enantiomer,[CH2+][S@@](C)=O.[HH],2:R
Mol_967,(3R)-3-iodo-1-methylpiperidine,CN1CCC[C@@H](I)C1,5:R
Mol_968,(3R)-3-iodo-1-methylpiperidine_enantiomer,CN1CCC[C@H](I)C1,5:S
Mol_969,"(2R)-3,3,3-trifluoro-2-hydroxypropanoic acid",O=C(O)[C@@H](O)C(F)(F)F,0:R
Mol_970,"(2R)-3,3,3-trifluoro-2-hydroxypropanoic acid_enantiomer",O=C(O)[C@H](O)C(F)(F)F,0:S
Mol_971,(3R)-1-(azetidin-3-yl)pyrrolidin-3-ol,O[C@@H]1CCN(C2CNC2)C1,4:R
Mol_972,(3R)-1-(azetidin-3-yl)pyrrolidin-3-ol_enantiomer,O[C@H]1CCN(C2CNC2)C1,4:S
Mol_973,(3R)-azepan-3-amine,N[C@@H]1CCCCNC1,5:R
Mol_974,(3R)-azepan-3-amine_enantiomer,N[C@H]1CCCCNC1,5:S
Mol_975,"trans-(1R,2S)-2-[(1R)-1-methoxyethyl]cyclobutane-1-carbaldehyde",CO[C@H](C)[C@H]1CC[C@H]1C=O,"1:R,2:S,5:R"
Mol_976,"trans-(1R,2S)-2-[(1R)-1-methoxyethyl]cyclobutane-1-carbaldehyde_enantiomer",CO[C@@H](C)[C@@H]1CC[C@@H]1C=O,"1:S,2:R,5:S"
Mol_977,"cis-(1R,2S)-2-[(1R,2R)-2-methylcyclopropyl]cyclopropan-1-amine",C[C@@H]1C[C@H]1[C@@H]1C[C@H]1N,"1:R,3:R,4:S,6:R"
Mol_978,"cis-(1R,2S)-2-[(1R,2R)-2-methylcyclopropyl]cyclopropan-1-amine_enantiomer",C[C@H]1C[C@@H]1[C@H]1C[C@@H]1N,"1:S,3:S,4:R,6:S"
Mol_979,"(1R,5S)-1,5-dimethyl-6,8-dioxabicyclo[3.2.1]octane",C[C@@]12CCC[C@@](C)(OC1)O2,"1:R,5:S"
Mol_980,"(1R,5S)-1,5-dimethyl-6,8-dioxabicyclo[3.2.1]octane_enantiomer",C[C@]12CCC[C@](C)(OC1)O2,"1:S,5:R"
Mol_981,"(5R)-3,3,5-trimethylcyclohexan-1-one",C[C@H]1CC(=O)CC(C)(C)C1,1:R
Mol_982,"(5R)-3,3,5-trimethylcyclohexan-1-one_enantiomer",C[C@@H]1CC(=O)CC(C)(C)C1,1:S
Mol_983,5-[(2R)-pyrrolidin-2-yl]-2H-tetrazole,C1CN[C@@H](c2nn[nH]n2)C1,2:R
Mol_984,5-[(2R)-pyrrolidin-2-yl]-2H-tetrazole_enantiomer,C1CN[C@H](c2nn[nH]n2)C1,2:S
Mol_985,ethyl (2R)-pyrrolidine-2-carboxylate,CCOC(=O)[C@H]1CCCN1,5:R
Mol_986,ethyl (2R)-pyrrolidine-2-carboxylate_enantiomer,CCOC(=O)[C@@H]1CCCN1,5:S
Mol_987,(2R)-2-propylpyrrolidine,CCC[C@@H]1CCCN1,3:R
Mol_988,(2R)-2-propylpyrrolidine_enantiomer,CCC[C@H]1CCCN1,3:S
Mol_989,(2R)-2-(methoxymethyl)piperidine,COC[C@H]1CCCCN1,3:R
Mol_990,(2R)-2-(methoxymethyl)piperidine_enantiomer,COC[C@@H]1CCCCN1,3:S
Mol_991,(2R)-1-methyl-2-propylpiperidine,CCC[C@@H]1CCCCN1C,3:R
Mol_992,(2R)-1-methyl-2-propylpiperidine_enantiomer,CCC[C@H]1CCCCN1C,3:S
Mol_993,methyl (2R)-2-amino-3-hydroxy-2-methylpropanoate,COC(=O)[C@](C)(N)CO,1:R
Mol_994,methyl (2R)-2-amino-3-hydroxy-2-methylpropanoate_enantiomer,COC(=O)[C@@](C)(N)CO,1:S
Mol_995,(3R)-3-propan-2-ylmorpholine,CC(C)[C@@H]1COCCN1,3:R
Mol_996,(3R)-3-propan-2-ylmorpholine_enantiomer,CC(C)[C@H]1COCCN1,3:S
Mol_997,1-[(3R)-3-(hydroxymethyl)pyrrolidin-1-yl]ethanone,CC(=O)N1CC[C@@H](CO)C1,6:R
Mol_998,1-[(3R)-3-(hydroxymethyl)pyrrolidin-1-yl]ethanone_enantiomer,CC(=O)N1CC[C@H](CO)C1,6:S
Mol_999,"(2R)-2-amino-2,3-dimethylbutanamide",CC(C)[C@@](C)(N)C(N)=O,3:R
Mol_1000,"(2R)-2-amino-2,3-dimethylbutanamide_enantiomer",CC(C)[C@](C)(N)C(N)=O,3:S
Mol_1001,(3R)-3-hydroxycyclopentene-1-carbonitrile,N#CC1=C[C@H](O)CC1,4:R
Mol_1002,(3R)-3-hydroxycyclopentene-1-carbonitrile_enantiomer,N#CC1=C[C@@H](O)CC1,4:S
Mol_1003,(2R)-2-hydroxy-2-methylbutanedioic acid,C[C@@](O)(CC(=O)O)C(=O)O,1:R
Mol_1004,(2R)-2-hydroxy-2-methylbutanedioic acid_enantiomer,C[C@](O)(CC(=O)O)C(=O)O,1:S
Mol_1005,methyl (2R)-2-isocyanatopropanoate,COC(=O)[C@@H](C)N=C=O,1:R
Mol_1006,methyl (2R)-2-isocyanatopropanoate_enantiomer,COC(=O)[C@H](C)N=C=O,1:S
Mol_1007,(3R)-3-methyloctan-3-ol,CCCCC[C@](C)(O)CC,5:R
Mol_1008,(3R)-3-methyloctan-3-ol_enantiomer,CCCCC[C@@](C)(O)CC,5:S
Mol_1009,(2R)-2-pentyloxirane,CCCCC[C@@H]1CO1,5:R
Mol_1010,(2R)-2-pentyloxirane_enantiomer,CCCCC[C@H]1CO1,5:S
Mol_1011,[(2R)-2-methyloxepan-2-yl]methanol,C[C@]1(CO)CCCCCO1,1:R
Mol_1012,[(2R)-2-methyloxepan-2-yl]methanol_enantiomer,C[C@@]1(CO)CCCCCO1,1:S
Mol_1013,(2R)-2-(methylamino)propanamide;hydrochloride,CN[C@H](C)C(N)=O.Cl,1:R
Mol_1014,(2R)-2-(methylamino)propanamide;hydrochloride_enantiomer,CN[C@@H](C)C(N)=O.Cl,1:S
Mol_1015,(1R)-1-pyrazin-2-ylethanamine,C[C@@H](N)c1cnccn1,1:R
Mol_1016,(1R)-1-pyrazin-2-ylethanamine_enantiomer,C[C@H](N)c1cnccn1,1:S
Mol_1017,2-[(3R)-3-hydroxypyrrolidin-1-yl]acetic acid,O=C(O)CN1CC[C@@H](O)C1,4:R
Mol_1018,2-[(3R)-3-hydroxypyrrolidin-1-yl]acetic acid_enantiomer,O=C(O)CN1CC[C@H](O)C1,4:S
Mol_1019,"(8aR)-8,8a-dihydro-7H-indolizin-3-one",O=C1C=C[C@H]2CCC=CN12,2:R
Mol_1020,"(8aR)-8,8a-dihydro-7H-indolizin-3-one_enantiomer",O=C1C=C[C@@H]2CCC=CN12,2:S
Mol_1021,(2S)-piperidine-2-carboxylic acid,O=C(O)[C@@H]1CCCCN1,4:S
Mol_1022,(2S)-piperidine-2-carboxylic acid_enantiomer,O=C(O)[C@H]1CCCCN1,4:R
Mol_1023,"(2R)-2-amino-4,4-dimethylpentan-1-ol",CC(C)(C)C[C@@H](N)CO,5:R
Mol_1024,"(2R)-2-amino-4,4-dimethylpentan-1-ol_enantiomer",CC(C)(C)C[C@H](N)CO,5:S
Mol_1025,(1R)-1-(3-bromophenyl)ethanamine,C[C@@H](N)c1cccc(Br)c1,1:R
Mol_1026,(1R)-1-(3-bromophenyl)ethanamine_enantiomer,C[C@H](N)c1cccc(Br)c1,1:S
Mol_1027,4-[(1R)-1-hydroxyethyl]phenol,C[C@@H](O)c1ccc(O)cc1,1:R
Mol_1028,4-[(1R)-1-hydroxyethyl]phenol_enantiomer,C[C@H](O)c1ccc(O)cc1,1:S
Mol_1029,(3R)-piperidin-1-ium-3-carboxylate,O=C([O-])[C@@H]1CCC[NH2+]C1,2:R
Mol_1030,(3R)-piperidin-1-ium-3-carboxylate_enantiomer,O=C([O-])[C@H]1CCC[NH2+]C1,2:S
Mol_1031,"(2R)-2,3-dihydroxypropanal",O=C[C@H](O)CO,1:R
Mol_1032,"(2R)-2,3-dihydroxypropanal_enantiomer",O=C[C@@H](O)CO,1:S
Mol_1033,(2R)-2-ethynylmorpholine;hydrochloride,C#C[C@@H]1CNCCO1.Cl,2:R
Mol_1034,(2R)-2-ethynylmorpholine;hydrochloride_enantiomer,C#C[C@H]1CNCCO1.Cl,2:S
Mol_1035,(1R)-1-(1-methylcyclopropyl)ethanamine;hydrochloride,C[C@@H](N)C1(C)CC1.Cl,1:R
Mol_1036,(1R)-1-(1-methylcyclopropyl)ethanamine;hydrochloride_enantiomer,C[C@H](N)C1(C)CC1.Cl,1:S
Mol_1037,"(1R)-3,3-dimethylcyclopentan-1-amine;hydrochloride",CC1(C)CC[C@@H](N)C1.Cl,4:R
Mol_1038,"(1R)-3,3-dimethylcyclopentan-1-amine;hydrochloride_enantiomer",CC1(C)CC[C@H](N)C1.Cl,4:S
Mol_1039,"(2R)-N,N-dimethylbutan-2-amine",CC[C@@H](C)N(C)C,2:R
Mol_1040,"(2R)-N,N-dimethylbutan-2-amine_enantiomer",CC[C@H](C)N(C)C,2:S
Mol_1041,(R)-bromo-chloro-fluoromethane,F[C@H](Cl)Br,0:R
Mol_1042,(R)-bromo-chloro-fluoromethane_enantiomer,F[C@@H](Cl)Br,0:S
Mol_1043,"(5R)-5-methyl-1,3-oxazolidin-2-one",C[C@@H]1CNC(=O)O1,1:R
Mol_1044,"(5R)-5-methyl-1,3-oxazolidin-2-one_enantiomer",C[C@H]1CNC(=O)O1,1:S
Mol_1045,"(2R)-2-N,2-N-dimethylbutane-1,2-diamine",CC[C@H](CN)N(C)C,2:R
Mol_1046,"(2R)-2-N,2-N-dimethylbutane-1,2-diamine_enantiomer",CC[C@@H](CN)N(C)C,2:S
Mol_1047,"(2R)-2-bromo-1,1,1-trifluoro-3-methylbutane",CC(C)[C@@H](Br)C(F)(F)F,3:R
Mol_1048,"(2R)-2-bromo-1,1,1-trifluoro-3-methylbutane_enantiomer",CC(C)[C@H](Br)C(F)(F)F,3:S
Mol_1049,"(1R)-1-(1,1-dioxo-2,5-dihydrothiophen-3-yl)ethanol",C[C@@H](O)C1=CCS(=O)(=O)C1,1:R
Mol_1050,"(1R)-1-(1,1-dioxo-2,5-dihydrothiophen-3-yl)ethanol_enantiomer",C[C@H](O)C1=CCS(=O)(=O)C1,1:S
Mol_1051,(3R)-1-azabicyclo[2.2.2]octan-3-amine;hydrochloride,Cl.N[C@H]1CN2CCC1CC2,6:R
Mol_1052,(3R)-1-azabicyclo[2.2.2]octan-3-amine;hydrochloride_enantiomer,Cl.N[C@@H]1CN2CCC1CC2,6:S
Mol_1053,(1R)-1-(4-chloropyrimidin-2-yl)ethanol,C[C@@H](O)c1nccc(Cl)n1,1:R
Mol_1054,(1R)-1-(4-chloropyrimidin-2-yl)ethanol_enantiomer,C[C@H](O)c1nccc(Cl)n1,1:S
Mol_1055,(2R)-2-(chloromethyl)morpholine,ClC[C@H]1CNCCO1,3:R
Mol_1056,(2R)-2-(chloromethyl)morpholine_enantiomer,ClC[C@@H]1CNCCO1,3:S
Mol_1057,"(2R)-3-amino-1,1,1-trifluoropropan-2-ol",NC[C@@H](O)C(F)(F)F,1:R
Mol_1058,"(2R)-3-amino-1,1,1-trifluoropropan-2-ol_enantiomer",NC[C@H](O)C(F)(F)F,1:S
Mol_1059,(2R)-piperidine-2-carbonitrile,N#C[C@H]1CCCCN1,4:R
Mol_1060,(2R)-piperidine-2-carbonitrile_enantiomer,N#C[C@@H]1CCCCN1,4:S
Mol_1061,(2R)-oxirane-2-carbonitrile,N#C[C@@H]1CO1,1:R
Mol_1062,(2R)-oxirane-2-carbonitrile_enantiomer,N#C[C@H]1CO1,1:S
Mol_1063,methyl (2S)-pyrrolidine-2-carboxylate,COC(=O)[C@@H]1CCCN1,4:S
Mol_1064,methyl (2S)-pyrrolidine-2-carboxylate_enantiomer,COC(=O)[C@H]1CCCN1,4:R
Mol_1065,(2R)-6-oxopiperidine-2-carboxylic acid,O=C1CCC[C@H](C(=O)O)N1,2:R
Mol_1066,(2R)-6-oxopiperidine-2-carboxylic acid_enantiomer,O=C1CCC[C@@H](C(=O)O)N1,2:S
Mol_1067,N-methyl-N-[(3R)-pyrrolidin-3-yl]acetamide,CC(=O)N(C)[C@@H]1CCNC1,5:R
Mol_1068,N-methyl-N-[(3R)-pyrrolidin-3-yl]acetamide_enantiomer,CC(=O)N(C)[C@H]1CCNC1,5:S
Mol_1069,2-[(3R)-1-methylpiperidin-3-yl]ethanamine,CN1CCC[C@H](CCN)C1,5:R
Mol_1070,2-[(3R)-1-methylpiperidin-3-yl]ethanamine_enantiomer,CN1CCC[C@@H](CCN)C1,5:S
Mol_1071,"(3R)-3-methyl-1,4-thiazinane 1,1-dioxide;hydrochloride",C[C@@H]1CS(=O)(=O)CCN1.Cl,1:R
Mol_1072,"(3R)-3-methyl-1,4-thiazinane 1,1-dioxide;hydrochloride_enantiomer",C[C@H]1CS(=O)(=O)CCN1.Cl,1:S
Mol_1073,"methyl (2R,3R)-3-cyclopropyloxirane-2-carboxylate",COC(=O)[C@@H]1O[C@@H]1C1CC1,"4:R,5:R"
Mol_1074,"methyl (2R,3R)-3-cyclopropyloxirane-2-carboxylate_enantiomer",COC(=O)[C@H]1O[C@H]1C1CC1,"4:S,5:S"
Mol_1075,N'-[(R)-tert-butylsulfinyl]methanimidamide,CC(C)(C)[S@@](=O)/N=C/N,4:S
Mol_1076,N'-[(R)-tert-butylsulfinyl]methanimidamide_enantiomer,CC(C)(C)[S@](=O)/N=C/N,4:R
Mol_1077,2-methyl-1-[(R)-propan-2-ylsulfinyl]propane,CC(C)C[S@@](=O)C(C)C,4:S
Mol_1078,2-methyl-1-[(R)-propan-2-ylsulfinyl]propane_enantiomer,CC(C)C[S@](=O)C(C)C,4:R
Mol_1079,(2R)-2-amino-2-(furan-2-yl)ethanol,N[C@H](CO)c1ccco1,5:R
Mol_1080,(2R)-2-amino-2-(furan-2-yl)ethanol_enantiomer,N[C@@H](CO)c1ccco1,5:S
Mol_1081,(2R)-2-ethylpiperazine,CC[C@@H]1CNCCN1,2:R
Mol_1082,(2R)-2-ethylpiperazine_enantiomer,CC[C@H]1CNCCN1,2:S
Mol_1083,"[(2R)-4,4-dimethyloxolan-2-yl]methanol",CC1(C)CO[C@@H](CO)C1,3:R
Mol_1084,"[(2R)-4,4-dimethyloxolan-2-yl]methanol_enantiomer",CC1(C)CO[C@H](CO)C1,3:S
Mol_1085,(3R)-thiolane-3-carbaldehyde,O=C[C@H]1CCSC1,4:R
Mol_1086,(3R)-thiolane-3-carbaldehyde_enantiomer,O=C[C@@H]1CCSC1,4:S
Mol_1087,2-[[(R)-methylsulfinyl]methyl]oxane,C[S@@](=O)CC1CCCCO1,"1:S,4:?"
Mol_1088,2-[[(R)-methylsulfinyl]methyl]oxane_enantiomer,C[S@](=O)CC1CCCCO1,"1:R,4:?"
Mol_1089,(4R)-4-propan-2-yloxolan-2-one,CC(C)[C@@H]1COC(=O)C1,3:R
Mol_1090,(4R)-4-propan-2-yloxolan-2-one_enantiomer,CC(C)[C@H]1COC(=O)C1,3:S
Mol_1091,(3R)-3-hydroxy-1-prop-2-ynylpyrrolidin-2-one,C#CCN1CC[C@@H](O)C1=O,6:R
Mol_1092,(3R)-3-hydroxy-1-prop-2-ynylpyrrolidin-2-one_enantiomer,C#CCN1CC[C@H](O)C1=O,6:S
Mol_1093,"(6R)-6-amino-1,4-diazepan-5-one",N[C@@H]1CNCCNC1=O,5:R
Mol_1094,"(6R)-6-amino-1,4-diazepan-5-one_enantiomer",N[C@H]1CNCCNC1=O,5:S
Mol_1095,(2R)-2-methylpiperidin-4-one,C[C@@H]1CC(=O)CCN1,1:R
Mol_1096,(2R)-2-methylpiperidin-4-one_enantiomer,C[C@H]1CC(=O)CCN1,1:S
Mol_1097,"(2R)-propane-1,2-diamine",C[C@@H](N)CN,1:R
Mol_1098,"(2R)-propane-1,2-diamine_enantiomer",C[C@H](N)CN,1:S
Mol_1099,(2R)-1-methoxybutan-2-amine;hydrochloride,CC[C@@H](N)COC.Cl,2:R
Mol_1100,(2R)-1-methoxybutan-2-amine;hydrochloride_enantiomer,CC[C@H](N)COC.Cl,2:S
Mol_1101,(2R)-2-thiophen-3-ylazetidine,c1cc([C@H]2CCN2)cs1,3:R
Mol_1102,(2R)-2-thiophen-3-ylazetidine_enantiomer,c1cc([C@@H]2CCN2)cs1,3:S
Mol_1103,"(3R)-1-(2,2-difluoroethyl)pyrrolidin-3-amine",N[C@@H]1CCN(CC(F)F)C1,4:R
Mol_1104,"(3R)-1-(2,2-difluoroethyl)pyrrolidin-3-amine_enantiomer",N[C@H]1CCN(CC(F)F)C1,4:S
Mol_1105,(3R)-pyrrolidin-3-ol,O[C@@H]1CCNC1,4:R
Mol_1106,(3R)-pyrrolidin-3-ol_enantiomer,O[C@H]1CCNC1,4:S
Mol_1107,"(2S,3S)-2-ethyl-3-hydroxybutanenitrile",CC[C@@H](C#N)[C@H](C)O,"2:S,5:S"
Mol_1108,"(2S,3S)-2-ethyl-3-hydroxybutanenitrile_enantiomer",CC[C@H](C#N)[C@@H](C)O,"2:R,5:R"
Mol_1109,"(2R)-1,4-dioxane-2-carboxylic acid",O=C(O)[C@H]1COCCO1,3:R
Mol_1110,"(2R)-1,4-dioxane-2-carboxylic acid_enantiomer",O=C(O)[C@@H]1COCCO1,3:S
Mol_1111,"2-[(R)-chloro(deuterio)methyl]-3,5-difluoropyridine",[2H][C@@H](Cl)c1ncc(F)cc1F,0:R
Mol_1112,"2-[(R)-chloro(deuterio)methyl]-3,5-difluoropyridine_enantiomer",[2H][C@H](Cl)c1ncc(F)cc1F,0:S
Mol_1113,"(3R)-1,3-dimethylpyrrolidine",C[C@@H]1CCN(C)C1,1:R
Mol_1114,"(3R)-1,3-dimethylpyrrolidine_enantiomer",C[C@H]1CCN(C)C1,1:S
Mol_1115,methyl (2R)-2-bromo-4-methylpentanoate,COC(=O)[C@H](Br)CC(C)C,4:R
Mol_1116,methyl (2R)-2-bromo-4-methylpentanoate_enantiomer,COC(=O)[C@@H](Br)CC(C)C,4:S
Mol_1117,"(2S,3R)-2-amino-3-sulfanylbutanoic acid",C[C@@H](S)[C@@H](N)C(=O)O,"1:R,2:S"
Mol_1118,"(2S,3R)-2-amino-3-sulfanylbutanoic acid_enantiomer",C[C@H](S)[C@H](N)C(=O)O,"1:S,2:R"
Mol_1119,"(2R)-2-amino-2,3-dimethylbutanenitrile",CC(C)[C@@](C)(N)C#N,3:R
Mol_1120,"(2R)-2-amino-2,3-dimethylbutanenitrile_enantiomer",CC(C)[C@](C)(N)C#N,3:S
Mol_1121,(3R)-3-ethylpiperidine,CC[C@@H]1CCCNC1,2:R
Mol_1122,(3R)-3-ethylpiperidine_enantiomer,CC[C@H]1CCCNC1,2:S
Mol_1123,methyl (2R)-2-hydroxypropanoate,COC(=O)[C@@H](C)O,1:R
Mol_1124,methyl (2R)-2-hydroxypropanoate_enantiomer,COC(=O)[C@H](C)O,1:S
Mol_1125,(3R)-3-amino-3-cyclobutylpropan-1-ol,N[C@H](CCO)C1CCC1,4:R
Mol_1126,(3R)-3-amino-3-cyclobutylpropan-1-ol_enantiomer,N[C@@H](CCO)C1CCC1,4:S
Mol_1127,[(2R)-4-methylmorpholin-2-yl]methanol,CN1CCO[C@@H](CO)C1,5:R
Mol_1128,[(2R)-4-methylmorpholin-2-yl]methanol_enantiomer,CN1CCO[C@H](CO)C1,5:S
Mol_1129,"(2R)-1,2-dimethylpiperazine",C[C@@H]1CNCCN1C,1:R
Mol_1130,"(2R)-1,2-dimethylpiperazine_enantiomer",C[C@H]1CNCCN1C,1:S
Mol_1131,(2R)-2-bromopropanamide,C[C@@H](Br)C(N)=O,1:R
Mol_1132,(2R)-2-bromopropanamide_enantiomer,C[C@H](Br)C(N)=O,1:S
Mol_1133,propyl (R)-butane-1-sulfinate,CCCC[S@](=O)OCCC,4:R
Mol_1134,propyl (R)-butane-1-sulfinate_enantiomer,CCCC[S@@](=O)OCCC,4:S
Mol_1135,methyl (3R)-2-oxopyrrolidine-3-carboxylate,COC(=O)[C@@H]1CCNC1=O,4:R
Mol_1136,methyl (3R)-2-oxopyrrolidine-3-carboxylate_enantiomer,COC(=O)[C@H]1CCNC1=O,4:S
Mol_1137,(2R)-2-amino-3-propylselanylpropanoic acid,CCC[Se]C[C@H](N)C(=O)O,5:R
Mol_1138,(2R)-2-amino-3-propylselanylpropanoic acid_enantiomer,CCC[Se]C[C@@H](N)C(=O)O,5:S
Mol_1139,"(3R)-3-methylmorpholine-2,5-dione",C[C@H]1NC(=O)COC1=O,1:R
Mol_1140,"(3R)-3-methylmorpholine-2,5-dione_enantiomer",C[C@@H]1NC(=O)COC1=O,1:S
