cid,iupacname,smiles
11701150,(2S)-2-amino-3-[(R)-methylsulfanylmethylsulfinyl]propan-1-ol,CSC[S@](=O)C[C@H](CO)N
56969538,(R)-2-methyl-N-prop-2-enylpropane-2-sulfinamide,CC(C)(C)[S@@](=O)NCC=C
94920257,"2-[(2R)-1,4-dioxan-2-yl]ethanamine",C1CO[C@@H](CO1)CCN
57445898,2-[(2R)-2-methylpyrrolidin-1-yl]acetonitrile,C[C@@H]1CCCN1CC#N
94936733,(3R)-3-methyloxane-3-carboxylic acid,C[C@]1(CCCOC1)C(=O)O
73554348,(3S)-1-azabicyclo[2.2.2]octan-3-ol;hydrochloride,C1CN2CCC1[C@@H](C2)O.Cl
40612350,(2R)-2-(ethylamino)butan-1-ol,CC[C@H](CO)NCC
98058141,(R)-trichloromethanesulfinyl chloride,C([S@](=O)Cl)(Cl)(Cl)Cl
57516532,"(1R)-1-(5-methyl-1,2,4-oxadiazol-3-yl)ethanamine",CC1=NC(=NO1)[C@@H](C)N
57517588,"(E,5R)-5,7-dimethyloct-3-ene",CC/C=C/[C@H](C)CC(C)C
96005696,"(2R)-2-(aminomethyl)-3,3-dimethylbutan-1-ol",CC(C)(C)[C@H](CN)CO
55293088,(1R)-1-cyclobutylprop-2-en-1-amine,C=C[C@H](C1CCC1)N
55293912,(2R)-2-cyclopropylazetidine,C1CN[C@H]1C2CC2
33743221,2-[(2R)-4-methylmorpholin-2-yl]ethanamine,CN1CCO[C@@H](C1)CCN
55296256,N-methyl-1-[(2R)-4-methylmorpholin-2-yl]methanamine,CNC[C@@H]1CN(CCO1)C
55296424,5-[(2R)-azetidin-2-yl]pyrimidine,C1CN[C@H]1C2=CN=CN=C2
129880747,"(3R,5S)-3-amino-5-ethyloxolan-2-one;hydrochloride",CC[C@H]1C[C@H](C(=O)O1)N.Cl
42579760,(2R)-2-amino-2-methylbutan-1-ol,CC[C@](C)(CO)N
57097892,"buta-1,2-dienyl acetate",CC=C=COC(=O)C
129733084,(4R)-4-methylhex-1-en-1-amine,CC[C@@H](C)CC=CN
101690596,(2R)-1-phenylpropane-2-thiol,C[C@H](CC1=CC=CC=C1)S
15030764,"(3R)-3-hydroxy-3,4-dihydro-2H-pyrrole-5-carboxylic acid",C1[C@H](CN=C1C(=O)O)O
34178357,(3R)-azepane-3-carboxylic acid,C1CCNC[C@@H](C1)C(=O)O
34178425,"(5R)-5-methyl-1,4-diazepane",C[C@@H]1CCNCCN1
162341731,(1S)-1-[(2R)-1-methylpyrrolidin-2-yl]ethanol,C[C@@H]([C@H]1CCCN1C)O
162341767,[(5R)-4-azaspiro[2.5]octan-5-yl]methanol,C1C[C@@H](NC2(C1)CC2)CO
124583694,5-[(R)-methylsulfinyl]pyridin-2-amine,C[S@@](=O)C1=CN=C(C=C1)N
162342223,(1R)-1-(1H-imidazol-2-yl)ethanol;hydrochloride,C[C@H](C1=NC=CN1)O.Cl
162342435,(7R)-4-azaspiro[2.5]octan-7-ol;hydrochloride,C1CNC2(CC2)C[C@@H]1O.Cl
162343047,(3R)-3-amino-4-fluoro-2-methylbutan-2-ol,CC(C)([C@H](CF)N)O
67050706,"(2R)-2,5-dihydro-1H-pyrrole-2-carboxamide",C1C=C[C@@H](N1)C(=O)N
54011623,methyl (2R)-2-propoxypropanoate,CCCO[C@H](C)C(=O)OC
58779848,(2S)-2-methylsulfanyloxane,CS[C@H]1CCCCO1
55298108,(1R)-2-chloro-1-pyrazin-2-ylethanol,C1=CN=C(C=N1)[C@H](CCl)O
55298424,2-chloro-N-[(2R)-1-hydroxypropan-2-yl]acetamide,C[C@H](CO)NC(=O)CCl
55298488,(2R)-1-chlorohex-5-en-2-ol,C=CCC[C@H](CCl)O
55298732,(2R)-2-(difluoromethyl)piperazine,C1CN[C@H](CN1)C(F)F
55298772,"(3R)-3-methyl-1,4-oxazepane",C[C@@H]1COCCCN1
55298948,(2R)-2-ethylbut-3-enoic acid,CC[C@H](C=C)C(=O)O
55299324,"(2S,3R)-2-(hydroxymethyl)-1,2,3,6-tetrahydropyridin-3-ol",C1C=C[C@H]([C@@H](N1)CO)O
55299456,"(2R)-2-methyl-1,4,7-triazonane",C[C@@H]1CNCCNCCN1
14217614,"(4R)-4-amino-4-methyl-1,2-oxazolidin-3-one",C[C@]1(CONC1=O)N
55300416,(2R)-2-fluoropyrrolidine,C1C[C@H](NC1)F
53393364,(2R)-2-propan-2-ylmorpholine,CC(C)[C@@H]1CNCCO1
53393776,(2R)-1-methylpyrrolidine-2-carboxylic acid;hydrochloride,CN1CCC[C@@H]1C(=O)O.Cl
67403078,(3R)-1-ethylpiperidin-3-amine;hydrochloride,CCN1CCC[C@H](C1)N.Cl
124506934,N-[(2R)-4-methylpentan-2-yl]formamide,C[C@H](CC(C)C)NC=O
124508934,(2R)-2-[(R)-methylsulfinyl]propanenitrile,C[C@H](C#N)[S@](=O)C
92203348,"(6R)-2-amino-1,4,5,6-tetrahydropyrimidine-6-carboxylic acid",C1CN=C(N[C@H]1C(=O)O)N
90020083,"(1S)-1-[(1R)-2,2-dichlorocyclopropyl]ethanamine",C[C@@H]([C@H]1CC1(Cl)Cl)N
28125542,(2R)-4-oxopyrrolidine-2-carboxylic acid,C1[C@@H](NCC1=O)C(=O)O
101671540,(4R)-4-methylhex-2-ynoic acid,CC[C@@H](C)C#CC(=O)O
71490383,"(4R)-4-ethynyl-1,3-oxazolidin-2-one",C#C[C@@H]1COC(=O)N1
76955876,[(2R)-4-methylpentan-2-yl] acetate,C[C@H](CC(C)C)OC(=O)C
162397756,N-[(R)-tert-butylsulfinyl]acetamide,CC(=O)N[S@](=O)C(C)(C)C
14339777,"[(5R)-3-bromo-4,5-dihydro-1,2-oxazol-5-yl]methanol",C1[C@@H](ON=C1Br)CO
59286189,[(3R)-pyrrolidin-3-yl]urea,C1CNC[C@@H]1NC(=O)N
25000676,"(NE,R)-N-(2-chloroethylidene)-2-methylpropane-2-sulfinamide",CC(C)(C)[S@@](=O)/N=C/CCl
77235989,1-piperazin-2-ylcyclopropan-1-ol,C1CC1(C2CNCCN2)O
27973889,"(5R)-4,5,6,7-tetrahydro-1H-indazol-5-amine",C1CC2=C(C[C@@H]1N)C=NN2
135313045,2-chloro-5-[(R)-methylsulfinyl]pyrimidine,C[S@@](=O)C1=CN=C(N=C1)Cl
68599093,(3R)-3-(bromomethyl)pyrrolidin-2-one,C1CNC(=O)[C@@H]1CBr
21606858,"(5S)-1,3-diazabicyclo[3.1.0]hexan-2-one",C1[C@H]2CN2C(=O)N1
53812986,(2R)-2-butyl-2-ethylaziridine,CCCC[C@@]1(CN1)CC
53816262,(2R)-1-azabicyclo[2.2.2]octan-2-ol,C1CN2CCC1C[C@H]2O
55302156,(3R)-3-sulfanylpentanoic acid,CC[C@H](CC(=O)O)S
95003689,(2R)-1-chloro-3-thiophen-2-ylpropan-2-ol,C1=CSC(=C1)C[C@H](CCl)O
101694000,(3R)-3-methylheptanamide,CCCC[C@@H](C)CC(=O)N
129887859,1-[(1R)-1-chloroethyl]pyrrolidine,C[C@H](N1CCCC1)Cl
28875637,2-[(2R)-piperazin-2-yl]acetic acid,C1CN[C@@H](CN1)CC(=O)O
28875901,(3R)-3-(hydroxymethyl)cyclohexan-1-one,C1C[C@H](CC(=O)C1)CO
2724145,acetic acid;silver,CC(=O)O.[Ag]
96955799,"(1R)-1-(2-bromo-1,3-thiazol-5-yl)ethanamine",C[C@H](C1=CN=C(S1)Br)N
124512614,(1R)-1-(2H-triazol-4-yl)ethanol,C[C@H](C1=NNN=C1)O
57640129,"(3R)-1,3-diethylpiperidine",CC[C@@H]1CCCN(C1)CC
57543484,"(4R)-4-propyl-1,3,2-dioxathiolane 2,2-dioxide",CCC[C@@H]1COS(=O)(=O)O1
95241115,(3R)-3-amino-4-methoxybutan-1-ol,COC[C@@H](CCO)N
163958989,2-[(R)-trifluoromethylsulfinyl]oxirane,C1C(O1)[S@@](=O)C(F)(F)F
124594474,(3R)-3-(difluoromethoxymethyl)pyrrolidine,C1CNC[C@@H]1COC(F)F
143165376,(R)-amino(cyclohexyl)methanol,C1CCC(CC1)[C@H](N)O
156468386,"(1R)-1-(2,5-dichloro-1,3-thiazol-4-yl)ethanol",C[C@H](C1=C(SC(=N1)Cl)Cl)O
96848335,2-[(1R)-1-aminoethyl]-1H-pyridin-4-one,C[C@H](C1=CC(=O)C=CN1)N
129756380,(2R)-2-sulfanyl-2H-furan-5-one,C1=CC(=O)O[C@@H]1S
97541014,(2R)-2-(trifluoromethoxy)propanoic acid,C[C@H](C(=O)O)OC(F)(F)F
55274660,(1R)-1-thiophen-2-ylprop-2-en-1-amine,C=C[C@H](C1=CC=CS1)N
129786224,(1R)-6-methylcyclohex-3-ene-1-carboxylic acid,CC1CC=CC[C@H]1C(=O)O
55274788,2-[(1R)-1-aminoethyl]pyridin-4-amine,C[C@H](C1=NC=CC(=C1)N)N
28806215,"(3R)-1,1-dioxothiolane-3-carbaldehyde",C1CS(=O)(=O)C[C@H]1C=O
57010930,"(2R)-4,4-difluoropyrrolidine-2-carbaldehyde",C1[C@@H](NCC1(F)F)C=O
101678452,[(1R)-1-deuterioethyl]benzene,[H][C@@]([2H])(C)C1=CC=CC=C1
96217309,(3R)-3-methyloxolan-3-amine,C[C@]1(CCOC1)N
96218789,(5R)-1-azaspiro[4.4]nonan-9-one,C1CC(=O)[C@@]2(C1)CCCN2
79022711,(2R)-2-amino-N-ethylbutanamide,CC[C@H](C(=O)NCC)N
58855108,(R)-hydrazinyl(pyridin-2-yl)methanamine,C1=CC=NC(=C1)[C@H](N)NN
28924827,"(1R)-1-(1,3-oxazol-5-yl)ethanamine",C[C@H](C1=CN=CO1)N
28064245,(2R)-2-(2-methylpropyl)morpholine,CC(C)C[C@@H]1CNCCO1
28064665,(3R)-3-(ethylamino)butan-1-ol,CCN[C@H](C)CCO
28937399,(2R)-4-methoxybutan-2-amine,C[C@H](CCOC)N
93959850,(2R)-2-(4-aminopyrazol-1-yl)propanenitrile,C[C@H](C#N)N1C=C(C=N1)N
132352619,N-methyl-1-[(3R)-oxolan-3-yl]methanamine;hydrochloride,CNC[C@H]1CCOC1.Cl
58011477,2-[(3R)-oxan-3-yl]acetaldehyde,C1C[C@@H](COC1)CC=O
58011493,(2R)-2-(3-chloropropyl)pent-4-en-1-ol,C=CC[C@@H](CCCCl)CO
58011517,(3R)-3-prop-2-enyloxane,C=CC[C@H]1CCCOC1
96365805,(NZ)-N-[5-[(R)-methylsulfinyl]pentylidene]hydroxylamine,C[S@@](=O)CCCC/C=N\O
96839654,"(4R)-7-methyl-1,7-diazaspiro[3.4]octane",CN1CC[C@@]2(C1)CCN2
28351498,2-[(2R)-2-methylpiperidin-1-yl]ethanol,C[C@@H]1CCCCN1CCO
28351502,2-[(3R)-3-methylpiperidin-1-yl]ethanol,C[C@@H]1CCCN(C1)CCO
19899984,3-methoxythiolane,COC1CCSC1
2751581,(3S)-3-[(1R)-1-hydroxyethyl]azetidin-2-one,C[C@H]([C@@H]1CNC1=O)O
30427580,N-methyl-1-[(3R)-oxolan-3-yl]methanamine,CNC[C@H]1CCOC1
95003088,"(2R)-3,3-dimethyl-4-oxooxetane-2-carboxylic acid",CC1([C@@H](OC1=O)C(=O)O)C
28149691,[(2R)-butan-2-yl]hydrazine,CC[C@@H](C)NN
76968148,(2R)-1-(2-aminoethylamino)propan-2-ol,C[C@H](CNCCN)O
98095773,(R)-morpholine-4-sulfinyl fluoride,C1COCCN1[S@](=O)F
96452593,(2R)-2-aminobutanal,CC[C@H](C=O)N
42614520,(5R)-5-aminopiperidin-2-one,C1CC(=O)NC[C@@H]1N
68660913,oxan-2-amine;hydrochloride,C1CCOC(C1)N.Cl
53984101,(NZ)-N-[(2R)-2-methylcyclohexylidene]hydroxylamine,C[C@@H]\1CCCC/C1=N/O
140989116,4-[(R)-methylsulfinyl]butyl thiocyanate,C[S@@](=O)CCCCSC#N
90020032,"(1R)-2,2-dichloro-N-methylcyclopropan-1-amine",CN[C@@H]1CC1(Cl)Cl
58113947,(1R)-4-methylcyclohex-3-ene-1-carbonyl chloride,CC1=CC[C@@H](CC1)C(=O)Cl
97305265,"(4R)-1-methyl-1,7-diazaspiro[3.4]octane",CN1CC[C@@]12CCNC2
53876586,(2R)-2-hydroxypropanoyl chloride,C[C@H](C(=O)Cl)O
164012189,1-[(R)-methylsulfinyl]piperazine,C[S@@](=O)N1CCNCC1
28108385,(2R)-1-amino-3-(dimethylamino)propan-2-ol,CN(C)C[C@@H](CN)O
125041773,[1-[(1R)-1-aminoethyl]cyclopropyl]methanol,C[C@H](C1(CC1)CO)N
94043314,"(1R)-1-(4,5-dimethyl-1,3-thiazol-2-yl)ethanol",CC1=C(SC(=N1)[C@@H](C)O)C
67972308,"5-chloro-1-oxo-1,2-thiazol-3-one",C1=C(S(=O)NC1=O)Cl
41097451,(2R)-1-thiophen-2-ylpropan-2-ol,C[C@H](CC1=CC=CS1)O
89099123,(E)-3-[(R)-ethylsulfinyl]pent-3-en-2-one,CC[S@@](=O)/C(=C/C)/C(=O)C
57585980,"(1R)-3,3-dimethylcyclohexan-1-amine",CC1(CCC[C@H](C1)N)C
57587500,(2R)-pent-4-en-2-amine,C[C@H](CC=C)N
89098964,"(R)-amino-(3-methyl-1,2-oxazol-5-yl)methanol",CC1=NOC(=C1)[C@H](N)O
89098984,(R)-(4-chlorofuran-2-yl)-methoxymethanamine,CO[C@H](C1=CC(=CO1)Cl)N
89098996,(R)-amino(thiophen-2-yl)methanol,C1=CSC(=C1)[C@H](N)O
92275260,2-[(R)-tert-butylsulfinyl]ethanol,CC(C)(C)[S@](=O)CCO
28154429,(2R)-1-(2-methoxyethoxy)propan-2-amine,C[C@H](COCCOC)N
28949161,(4R)-4-amino-1-cyclopropylpyrrolidin-2-one,C1CC1N2C[C@@H](CC2=O)N
96008029,(4R)-2-chloro-4-methylcyclohexene-1-carbaldehyde,C[C@@H]1CCC(=C(C1)Cl)C=O
55252736,(6R)-6-(methylsulfanylmethyl)piperazin-2-one,CSC[C@H]1CNCC(=O)N1
96860075,(1R)-1-(4-bromo-2-pyridinyl)ethanamine,C[C@H](C1=NC=CC(=C1)Br)N
55253360,5-(methylsulfanylmethyl)piperazin-2-one,CSCC1CNC(=O)CN1
55254608,"(1R)-1-cyclopropylethane-1,2-diol",C1CC1[C@H](CO)O
96955699,(5S)-5-[(1R)-1-aminoethyl]pyrrolidin-2-one,C[C@H]([C@@H]1CCC(=O)N1)N
102245456,(R)-deuterio-(4-methylphenyl)methanamine,[H][C@@]([2H])(C1=CC=C(C=C1)C)N
60114266,"methyl (2R)-2,4-diaminobutanoate",COC(=O)[C@@H](CCN)N
42625092,"(4R)-4-(chloromethyl)-1,3,2-dioxathiolane 2,2-dioxide",C1[C@@H](OS(=O)(=O)O1)CCl
54046112,(2R)-1-bromo-2-fluorooctane,CCCCCC[C@H](CBr)F
42627780,(2R)-2-(methylamino)-3-methylsulfanylpropanamide,CN[C@@H](CSC)C(=O)N
24728607,"(2R)-propane-1,2-diamine;hydrochloride",C[C@H](CN)N.Cl
135013710,N-[(R)-tert-butylsulfinyl]-N'-methylmethanimidamide,CC(C)(C)[S@@](=O)NC=NC
54105440,"(2R)-2-hydroxy-2,3,3-trimethylbutanal",C[C@](C=O)(C(C)(C)C)O
54107780,(2R)-3-azido-2-hydroxypropanoic acid,C([C@H](C(=O)O)O)N=[N+]=[N-]
53917517,3-(methoxymethyl)piperazin-2-one,COCC1C(=O)NCCN1
54503222,(2R)-2-amino-6-oxohexanoic acid,C(CC=O)C[C@H](C(=O)O)N
92446778,(2R)-2-amino-4-hydroxy-4-methylpentanoic acid,CC(C)(C[C@H](C(=O)O)N)O
96955590,(1R)-1-(5-chloropyrazin-2-yl)ethanamine,C[C@H](C1=CN=C(C=N1)Cl)N
87289436,(2R)-2-hydroxy-3-methoxypropanoic acid,COC[C@H](C(=O)O)O
105433987,2-(3-fluoropyrrolidin-1-yl)ethanamine;hydrochloride,C1CN(CC1F)CCN.Cl
28293113,(2R)-2-cyclobutylpropanoic acid,C[C@H](C1CCC1)C(=O)O
28293205,(2R)-2-cyclopentylpropanoic acid,C[C@H](C1CCCC1)C(=O)O
154703439,(1R)-1-(1-methyltriazol-4-yl)ethanamine;hydrochloride,C[C@H](C1=CN(N=N1)C)N.Cl
130701436,2-[(2R)-azetidin-2-yl]pyridine,C1CN[C@H]1C2=CC=CC=N2
154706279,[(2R)-1-methylazetidin-2-yl]methanamine;hydrochloride,CN1CC[C@@H]1CN.Cl
89634399,(3R)-3-(difluoromethyl)pyrrolidine,C1CNC[C@@H]1C(F)F
68404894,(2R)-1-(3-methylimidazol-4-yl)propan-2-amine,C[C@H](CC1=CN=CN1C)N
130859055,"(6R)-1-azabicyclo[4.2.0]octane-2,7-dione",C1C[C@@H]2C(=O)CN2C(=O)C1
67399488,(2R)-2-methylpiperazine-1-carboxylic acid,C[C@@H]1CNCCN1C(=O)O
97045434,(R)-bromo-chloro-iodomethane,[C@@H](Cl)(Br)I
53889870,"(3R)-3-amino-2,4-dimethylpentan-2-ol",CC(C)[C@H](C(C)(C)O)N
141528247,(R)-2-methylpentane-2-sulfinamide,CCCC(C)(C)[S@@](=O)N
154724307,"(5R)-5-[(1S)-1-aminoethyl]-1,3-oxazolidin-2-one",C[C@@H]([C@H]1CNC(=O)O1)N
154726587,O-[(2R)-4-sulfanylbutan-2-yl]hydroxylamine,C[C@H](CCS)ON
59837880,(5R)-5-acetylpyrrolidin-2-one,CC(=O)[C@H]1CCC(=O)N1
149862067,(R)-2-sulfanylpropane-2-sulfinamide,CC(C)(S)[S@@](=O)N
9898817,"(2R)-2,4-dihydroxybutanoic acid",C(CO)[C@H](C(=O)O)O
124522780,2-[(1R)-1-hydroxyethyl]pyrimidin-5-ol,C[C@H](C1=NC=C(C=N1)O)O
155290248,(5R)-5-fluoro-7-oxa-2-azaspiro[3.5]nonane,C1COC[C@@H](C12CNC2)F
155290412,"[(3R)-6,6-dimethylmorpholin-3-yl]methanol",CC1(CN[C@@H](CO1)CO)C
66990624,2-[(3R)-oxolan-3-yl]oxyethanol,C1COC[C@@H]1OCCO
96452436,"(2R)-5,5-dimethyloxolane-2-carboxylic acid",CC1(CC[C@@H](O1)C(=O)O)C
93234492,"[(2R)-1,2-dimethylpyrrolidin-2-yl]methanamine",C[C@@]1(CCCN1C)CN
68962816,"(4R)-4-methyl-1,2-oxazolidin-4-ol",C[C@]1(CNOC1)O
129889658,1-[ethyl(methyl)phosphoryl]propane,CCC[P@@](=O)(C)CC
68938437,N-[[(2R)-pyrrolidin-2-yl]methyl]acetamide,CC(=O)NC[C@H]1CCCN1
94887550,(3R)-3-aminothiane-3-carbonitrile,C1C[C@](CSC1)(C#N)N
27369174,(4R)-4-aminopyrrolidin-2-one,C1[C@H](CNC1=O)N
94917934,"5-[(3R)-pyrrolidin-3-yl]-1H-1,2,4-triazole",C1CNC[C@@H]1C2=NC=NN2
89312266,(2R)-1-methylpyrrolidin-2-amine,CN1CCC[C@@H]1N
97012611,"(6R)-1,6-dimethylpiperazin-2-one",C[C@@H]1CNCC(=O)N1C
1394791,"(3R)-1,3-dimethylpyrrolidine-2,5-dione",C[C@@H]1CC(=O)N(C1=O)C
79027602,"(2R)-2-(1,2,4-triazol-4-yl)propan-1-ol",C[C@H](CO)N1C=NN=C1
127013076,(2R)-4-(thietan-3-ylamino)butan-2-ol,C[C@H](CCNC1CSC1)O
130726920,"(3R)-3-hydroxy-4-methyl-2,3-dihydropyran-6-one",CC1=CC(=O)OC[C@@H]1O
97050286,(R)-amino(chloromethoxy)methanethiol,C(O[C@@H](N)S)Cl
97050378,2-[(R)-amino(sulfanyl)methoxy]guanidine,[C@@H](N)(ON=C(N)N)S
58634037,"(4R)-4-ethyl-1,3-oxazolidine-2,5-dione",CC[C@@H]1C(=O)OC(=O)N1
154728475,(1R)-1-(1-methylpyrazol-4-yl)ethanamine;hydrochloride,C[C@H](C1=CN(N=C1)C)N.Cl
154065836,(3R)-4-methoxy-3-methyl-4-oxobutanoate,C[C@H](CC(=O)[O-])C(=O)OC
124547504,"(1R)-3,3-difluorocyclohexane-1-carbaldehyde",C1C[C@H](CC(C1)(F)F)C=O
89436009,1-iodo-2-methyl-1-[(R)-methylsulfinyl]propan-2-ol,CC(C)(C([S@](=O)C)I)O
130737680,"1-[(2R)-azetidin-2-yl]-N,N-dimethylmethanamine",CN(C)C[C@H]1CCN1
99116667,[(R)-chlorosulfinyl]oxyethane,CCO[S@@](=O)Cl
166928996,(R)-amino(propylamino)methanol,CCCN[C@@H](N)O
155903885,(2R)-2-(methylamino)butanamide;hydrochloride,CC[C@H](C(=O)N)NC.Cl
78998518,(1R)-1-(4-methyl-2-pyridinyl)ethanol,CC1=CC(=NC=C1)[C@@H](C)O
155905513,"[(1R)-2,2-difluorocyclopropyl]methanamine;dihydrochloride",C1[C@@H](C1(F)F)CN.Cl.Cl
80492958,"(1R)-1-(1,3-thiazol-4-yl)ethanol",C[C@H](C1=CSC=N1)O
130743764,(2R)-2-amino-2-methylpent-4-en-1-ol,C[C@@](CC=C)(CO)N
59852776,1-(3-chloropyrazin-2-yl)ethanamine,CC(C1=NC=CN=C1Cl)N
68244336,[(R)-methylsulfinyl]cyclopropane,C[S@@](=O)C1CC1
130759832,methyl (2S)-2-hydroxy-2-[(1R)-2-methylidenecyclopropyl]acetate,COC(=O)[C@H]([C@@H]1CC1=C)O
117689494,(5R)-4-oxaspiro[2.4]heptane-5-carbaldehyde,C1CC2(CC2)O[C@H]1C=O
92469158,"methyl (2R)-1,2,3,6-tetrahydropyridine-2-carboxylate",COC(=O)[C@H]1CC=CCN1
97030935,(3R)-3-methoxythiolane-3-carbonitrile,CO[C@]1(CCSC1)C#N
58736211,(1R)-1-thiophen-3-ylpropan-1-amine,CC[C@H](C1=CSC=C1)N
137321200,"(4S,6R)-2,2,6-trimethyl-1,3-dioxan-4-ol",C[C@@H]1C[C@H](OC(O1)(C)C)O
58736663,(1R)-cyclohex-2-en-1-amine,C1CC=C[C@@H](C1)N
166487174,"[(3R)-5,5-difluorooxan-3-yl]methanol",C1[C@@H](COCC1(F)F)CO
124925321,[(R)-carboxy(ethoxy)methyl]-hydroxy-oxophosphanium,CCO[C@@H](C(=O)O)[P+](=O)O
125493445,(2R)-2-methyl-2-[(R)-methylsulfinyl]pent-4-enenitrile,C[C@@](CC=C)(C#N)[S@](=O)C
169093431,(2R)-2-amino-3-cyclobutylpropan-1-ol;hydrochloride,C1CC(C1)C[C@H](CO)N.Cl
124604232,[(R)-amino(cyclobutyl)methyl]-hydroxy-oxophosphanium,C1CC(C1)[C@H](N)[P+](=O)O
93492380,"(5R)-1,5-dimethyl-1,4-diazepane",C[C@@H]1CCN(CCN1)C
93492408,(1R)-1-(2-bromo-3-pyridinyl)ethanol,C[C@H](C1=C(N=CC=C1)Br)O
93493888,(1R)-1-(2-fluoro-4-pyridinyl)ethanol,C[C@H](C1=CC(=NC=C1)F)O
124585768,2-[(R)-methylsulfinyl]pyrimidin-4-amine,C[S@@](=O)C1=NC=CC(=N1)N
93497456,1-[(3R)-oxolan-3-yl]ethanone,CC(=O)[C@@H]1CCOC1
58522214,(1R)-1-amino-1-cyclopropyl-2-methylpropan-2-ol,CC(C)([C@@H](C1CC1)N)O
124593056,[(3R)-3-(methoxymethyl)pyrrolidin-3-yl]methanol,COC[C@@]1(CCNC1)CO
97291177,(2R)-2-isocyanobutane,CC[C@@H](C)[N+]#[C-]
101347849,(4R)-4-ethyloxolan-2-one,CC[C@@H]1CC(=O)OC1
93514092,(3R)-pyrazolidine-3-carboxylic acid,C1CNN[C@H]1C(=O)O
130748407,(1R)-1-(4-bromo-3-pyridinyl)ethanamine,C[C@H](C1=C(C=CN=C1)Br)N
68998776,"(1R)-3,3a,4,5,6,7-hexahydrooxathiazolo[3,4-a]pyridine 1-oxide",C1CCN2C(C1)CO[S@]2=O
133064221,"(2R,3S)-3-hydroperoxybutan-2-ol",C[C@H]([C@H](C)OO)O
130830724,"(3R)-4,4-dimethyloxolan-3-ol",CC1(COC[C@@H]1O)C
88509307,3-[(R)-propylsulfinyl]propan-1-amine,CCC[S@@](=O)CCCN
95757213,methyl (3R)-3-fluoropyrrolidine-3-carboxylate,COC(=O)[C@]1(CCNC1)F
134941392,(2S)-1-[(R)-tert-butylsulfinyl]-2-deuterioaziridine,[H][C@@]1(CN1[S@](=O)C(C)(C)C)[2H]
7324924,(5R)-5-methylcyclopent-2-en-1-one,C[C@@H]1CC=CC1=O
97291477,"[(3R)-4,4-difluoropiperidin-3-yl]methanol",C1CNC[C@@H](C1(F)F)CO
92845053,"(5R)-6,7-dihydro-5H-cyclopenta[c]pyridin-5-ol",C1CC2=C([C@@H]1O)C=CN=C2
97296985,(3R)-3-(difluoromethyl)morpholine,C1COC[C@@H](N1)C(F)F
175923826,"(R)-deuterio-(3,5-difluoro-2-pyridinyl)methanol",[H][C@@]([2H])(C1=C(C=C(C=N1)F)F)O
91666856,(3R)-3-tert-butylthiomorpholine,CC(C)(C)[C@@H]1CSCCN1
130720955,(3R)-N-methylpyrrolidine-3-carboxamide;hydrochloride,CNC(=O)[C@@H]1CCNC1.Cl
36691128,(2R)-1-(dimethylamino)butan-2-ol,CC[C@H](CN(C)C)O
166486816,"(5R)-5-ethenyl-3,3-difluorooxane",C=C[C@H]1CC(COC1)(F)F
59894496,(2R)-1-methylpyrrolidine-2-carbonyl chloride,CN1CCC[C@@H]1C(=O)Cl
69520242,"(1R)-2-amino-1-(1,2-oxazol-3-yl)ethanol",C1=CON=C1[C@@H](CN)O
80700486,(1R)-1-(1-methylimidazol-2-yl)ethanol,C[C@H](C1=NC=CN1C)O
118977700,(2R)-2-(1-bicyclo[1.1.1]pentanyl)propanoic acid,C[C@@H](C(=O)O)C12CC(C1)C2
89709159,(2R)-2-(methoxymethyl)-1-methylpiperazine,CN1CCNC[C@@H]1COC
11789357,3-[(R)-methylsulfinyl]oxolan-2-one,C[S@@](=O)C1CCOC1=O
11804775,"(6R)-6-methyloxane-2,4-dione",C[C@@H]1CC(=O)CC(=O)O1
89354778,(R)-furan-2-yl(methoxy)methanamine,CO[C@H](C1=CC=CO1)N
139026853,(2R)-1-(trifluoromethoxy)propan-2-amine,C[C@H](COC(F)(F)F)N
93234125,"(3R)-3-methylmorpholine-2,5-dione",C[C@@H]1C(=O)OCC(=O)N1
122529379,(5R)-5-(hydroxymethyl)-5-methylpyrrolidin-2-one,C[C@@]1(CCC(=O)N1)CO
134980559,"(1'S,2'S,5'R,7'S)-spiro[cyclopropane-1,6'-tricyclo[3.2.0.02,7]heptane]",C1C[C@@H]2[C@@H]3[C@H]1[C@@H]3C24CC4
57295271,2-[(3R)-pyrrolidin-3-yl]ethanamine,C1CNC[C@@H]1CCN
58405998,(2R)-2-(methoxymethoxy)but-3-en-1-ol,COCO[C@@H](CO)C=C
11829525,[(1R)-1-carboxypropyl]azanium chloride,CC[C@H](C(=O)O)[NH3+].[Cl-]
54718450,(2R)-3-hydroxy-2-methyl-2H-furan-5-one,C[C@@H]1C(=CC(=O)O1)O
88136782,4-isothiocyanato-4-[(R)-methylsulfinyl]but-1-ene,C[S@@](=O)C(CC=C)N=C=S
88553839,(2R)-2-(bromomethyl)-2-hydroxybutanoic acid,CC[C@](CBr)(C(=O)O)O
163202476,N-methyl-1-[(3R)-morpholin-3-yl]methanamine;hydrochloride,CNC[C@@H]1COCCN1.Cl
139503399,(3R)-3-(hydroxymethyl)hexanenitrile,CCC[C@H](CC#N)CO
125473775,"(R)-N-(2,2,2-trifluoroethyl)methanesulfinamide",C[S@@](=O)NCC(F)(F)F
57346040,,[Li].CCCC
