cid,iupacname,smiles
114946,(2S)-2-phenyloxirane,C1[C@@H](O1)C2=CC=CC=C2
28064484,[(3R)-1-ethylpyrrolidin-3-yl]methanol,CCN1CC[C@H](C1)CO
18666655,"(4R)-4-ethynyl-2,2-dimethyl-1,3-dioxolane",CC1(OC[C@H](O1)C#C)C
6991979,(2R)-2-ethylhexan-1-ol,CCCC[C@@H](CC)CO
6994435,"(2R)-octane-1,2-diol",CCCCCC[C@H](CO)O
201434,"(2R,3S)-2,3-dihydroxybutanedioate",[C@@H]([C@@H](C(=O)[O-])O)(C(=O)[O-])O
143456,2-bromo-3-fluorobutane,CC(C(C)Br)F
123954,azane;phosphoric acid,N.OP(=O)(O)O
6950508,"(2R)-2-amino-4,4-dimethylpentanoic acid",CC(C)(C)C[C@H](C(=O)O)N
6950524,"(2R)-pentane-1,2-diol",CCC[C@H](CO)O
2779056,(1R)-1-(3-fluorophenyl)ethanol,C[C@H](C1=CC(=CC=C1)F)O
2779060,(1R)-1-(2-fluorophenyl)ethanamine,C[C@H](C1=CC=CC=C1F)N
134603,(2R)-2-amino-4-sulfanylbutanoic acid,C(CS)[C@H](C(=O)O)N
3081992,(3R)-4-(dimethylamino)-3-hydroxybutanoic acid,CN(C)C[C@@H](CC(=O)O)O
12981639,4-methylsulfinylbutan-1-amine,CS(=O)CCCCN
6999959,"(2R)-but-3-ene-1,2-diol",C=C[C@H](CO)O
6997261,(2R)-2-bromopropanoyl chloride,C[C@H](C(=O)Cl)Br
13906733,(2R)-3-amino-2-methylpropan-1-ol,C[C@H](CN)CO
14118487,methyl (2R)-2-aminopentanoate,CCC[C@H](C(=O)OC)N
11579117,(2R)-2-aminobutanamide,CC[C@H](C(=O)N)N
11579221,"(3R)-3-amino-4,4,4-trifluorobutan-1-ol;hydrochloride",C(CO)[C@H](C(F)(F)F)N.Cl
14249192,(2R)-3-methyl-2-sulfanylbutan-1-ol,CC(C)[C@H](CO)S
2756320,[(1R)-1-isocyanoethyl]benzene,C[C@H](C1=CC=CC=C1)[N+]#[C-]
10582468,(2R)-3-bromo-2-hydroxy-2-methylpropanoic acid,C[C@](CBr)(C(=O)O)O
11446300,(2R)-3-fluoro-2-hydroxypropanoic acid,C([C@@H](C(=O)O)O)F
45039267,"(2R)-3-amino-2-fluoro(1,2,3-13C3)propanoic acid",[13CH2]([13C@H]([13C](=O)O)F)N
7015163,"(2R,4R)-hexane-2,4-diol",CC[C@H](C[C@@H](C)O)O
9855463,"(4R)-4-(hydroxymethyl)-1,3-oxazolidin-2-one",C1[C@H](NC(=O)O1)CO
66970742,2-[(2R)-pyrrolidin-2-yl]propan-2-ol;hydrochloride,CC(C)([C@H]1CCCN1)O.Cl
854034,(2R)-1-methylpyrrolidine-2-carboxylic acid,CN1CCC[C@@H]1C(=O)O
12579096,(2R)-2-bromopropan-1-ol,C[C@H](CO)Br
13800370,(4R)-4-methylheptanoic acid,CCC[C@@H](C)CCC(=O)O
10887927,"(2R)-2-amino-3,3,3-trifluoropropan-1-ol",C([C@H](C(F)(F)F)N)O
25015714,(2R)-2-fluoropropan-1-ol,C[C@H](CO)F
11665404,methyl (2R)-3-amino-2-hydroxypropanoate,COC(=O)[C@@H](CN)O
28305738,"(2R)-1,2-dimethylpiperazine",C[C@@H]1CNCCN1C
11768505,(1S)-1-[(2R)-oxiran-2-yl]prop-2-en-1-ol,C=C[C@@H]([C@H]1CO1)O
55298904,"(6R)-1,4-oxazepan-6-ol",C1COC[C@@H](CN1)O
71464347,(5R)-5-(aminomethyl)pyrrolidin-2-one;hydrochloride,C1CC(=O)N[C@H]1CN.Cl
2724170,(2R)-2-amino-4-hydroxybutanoic acid,C(CO)[C@H](C(=O)O)N
54675775,"(2R)-3,4-dihydroxy-2-(hydroxymethyl)-2H-furan-5-one",C([C@@H]1C(=C(C(=O)O1)O)O)O
68339378,(3R)-3-propan-2-yloxypyrrolidine,CC(C)O[C@@H]1CCNC1
42614324,2-[(3R)-pyrrolidin-3-yl]acetic acid;hydrochloride,C1CNC[C@H]1CC(=O)O.Cl
24193011,,OS(=O)(=O)O.[Mg]
68702971,(2R)-2-ethylpyrrolidine;hydrochloride,CC[C@@H]1CCCN1.Cl
68497810,"(1R)-1-(5-methyl-1,2,4-oxadiazol-3-yl)ethanamine;hydrochloride",CC1=NC(=NO1)[C@@H](C)N.Cl
91664180,[(3R)-piperidin-3-yl]methanamine;dihydrochloride,C1C[C@@H](CNC1)CN.Cl.Cl
67034028,(1R)-1-(oxan-4-yl)ethanamine;hydrochloride,C[C@H](C1CCOCC1)N.Cl
7272538,"(4R)-2-amino-4,5-dihydro-1,3-thiazole-4-carboxylic acid",C1[C@H](N=C(S1)N)C(=O)O
11819183,ethyl (2R)-2-aminopentanoate,CCC[C@H](C(=O)OCC)N
66569493,(3R)-3-bromopyrrolidine;hydrochloride,C1CNC[C@@H]1Br.Cl
11768666,(2S)-2-amino-3-[(1R)-2-methylidenecyclopropyl]propanoic acid,C=C1C[C@@H]1C[C@@H](C(=O)O)N
22311,1-methyl-4-prop-1-en-2-ylcyclohexene,CC1=CCC(CC1)C(=C)C
11829359,2-[(2R)-oxiran-2-yl]ethanol,C1[C@H](O1)CCO
24386,thionyl dichloride,O=S(Cl)Cl
24470,silver nitrate,[N+](=O)([O-])[O-].[Ag+]
49793512,"(2R)-2-amino-3,3,3-trifluoropropan-1-ol;hydrochloride",C([C@H](C(F)(F)F)N)O.Cl
138393735,(2R)-2-cyclopropylpyrrolidine;hydrochloride,C1C[C@@H](NC1)C2CC2.Cl
62572,ethyl 3-hydroxybutanoate,CCOC(=O)CC(C)O
163321709,[(3R)-3-fluoropiperidin-3-yl]methanol;hydrochloride,C1C[C@@](CNC1)(CO)F.Cl
69435,"(2R,3S)-2-amino-3-hydroxybutanoic acid",C[C@@H]([C@H](C(=O)O)N)O
10464367,(1S)-N-methyl-1-[(3R)-pyrrolidin-3-yl]ethanamine,C[C@@H]([C@@H]1CCNC1)NC
11499235,ethyl (2R)-pyrrolidine-2-carboxylate,CCOC(=O)[C@H]1CCCN1
40424009,(2R)-6-oxopiperidine-2-carboxylic acid,C1C[C@@H](NC(=O)C1)C(=O)O
11434929,(2R)-5-oxooxolane-2-carbaldehyde,C1CC(=O)O[C@H]1C=O
11446533,methyl (2R)-2-aminopent-4-enoate,COC(=O)[C@@H](CC=C)N
71352792,(2R)-2-aminohept-6-enoic acid,C=CCCC[C@H](C(=O)O)N
1560627,(2R)-2-butyloxirane,CCCC[C@@H]1CO1
11367040,methyl (1R)-cyclohex-3-ene-1-carboxylate,COC(=O)[C@@H]1CCC=CC1
6454303,"(2R)-3-(tert-butylamino)propane-1,2-diol",CC(C)(C)NC[C@H](CO)O
5702569,(2R)-2-methoxypropanenitrile,C[C@H](C#N)OC
117979150,2-[(3R)-pyrrolidin-3-yl]propan-2-ol;hydrochloride,CC(C)([C@@H]1CCNC1)O.Cl
5706673,(3R)-3-amino-5-methylsulfanylpentanoic acid,CSCC[C@@H](CC(=O)O)N
5462310,methane,C
53471639,"(2R,3R)-3-amino-2-hydroxyhexanoic acid",CCC[C@H]([C@H](C(=O)O)O)N
7528,"(2,2-dimethyl-1,3-dioxolan-4-yl)methanol",CC1(OCC(O1)CO)C
8252,prop-1-ene,CC=C
6369,"1,1-difluoroethene",C=C(F)F
7921,5-methyloxolan-2-one,CC1CCC(=O)O1
4610,"cyclohexane-1,2-diamine",C1CCC(C(C1)N)N
5054,"benzene-1,3-diol",C1=CC(=CC(=C1)O)O
69216666,(3R)-3-methoxypiperidine;hydrochloride,CO[C@@H]1CCCNC1.Cl
6426,"1,1,1,2-tetrachloro-2,2-difluoroethane",C(C(Cl)(Cl)Cl)(F)(F)Cl
6430,"1-chloro-1,1,2,2,2-pentafluoroethane",C(C(F)(F)Cl)(F)(F)F
6323,bromomethane,CBr
6379,tetramethylazanium chloride,C[N+](C)(C)C.[Cl-]
9666,"1,1,2-trichloro-2-fluoroethane",C(C(Cl)Cl)(F)Cl
11254,2-(oxiran-2-yl)oxirane,C1C(O1)C2CO2
11734,2-chloropropanoic acid,CC(C(=O)O)Cl
8881,"1,3-dichloropropane",C(CCl)CCl
9237,"1,4-diazabicyclo[2.2.2]octane",C1CN2CCN1CC2
9620,fluoroethane,CCF
9664,"2-chloro-1,1-difluoroethene",C(=C(F)F)Cl
9868,"1,1,1-trifluoroethane",CC(F)(F)F
68587988,(3R)-piperidine-3-carboxamide;hydrochloride,C1C[C@H](CNC1)C(=O)N.Cl
15146,methyl 3-hydroxybutanoate,CC(CC(=O)OC)O
20083,octan-2-ol,CCCCCCC(C)O
155663,"(4S,5R)-5-hydroxy-4-methylheptan-3-one",CC[C@H]([C@H](C)C(=O)CC)O
23936,niobium,[Nb]
23968,argon,[Ar]
24268,sodium nitrate,[N+](=O)([O-])[O-].[Na+]
6433206,(E)-4-isothiocyanato-1-methylsulfinylbut-1-ene,CS(=O)/C=C/CCN=C=S
11008231,(2R)-2-amino-3-trimethylsilylpropanoic acid,C[Si](C)(C)C[C@@H](C(=O)O)N
10887932,(6R)-6-(hydroxymethyl)piperidin-2-one,C1C[C@@H](NC(=O)C1)CO
71743686,(2R)-4-aminobutan-2-ol;hydrochloride,C[C@H](CCN)O.Cl
145708099,"(2R)-4,4-difluoro-2-methylpiperidine;hydrochloride",C[C@@H]1CC(CCN1)(F)F.Cl
71757458,(2R)-2-aminopropanenitrile;hydrochloride,C[C@H](C#N)N.Cl
59377073,"(4R)-4-methyl-1,3,2-dioxathiolane 2,2-dioxide",C[C@@H]1COS(=O)(=O)O1
40465560,(1R)-1-(5-chlorothiophen-2-yl)ethanamine,C[C@H](C1=CC=C(S1)Cl)N
10130065,(3R)-3-aminothiolan-2-one;hydrochloride,C1CSC(=O)[C@@H]1N.Cl
55252995,methyl (2R)-2-amino-3-cyclopropylpropanoate,COC(=O)[C@@H](CC1CC1)N
71607441,methyl (2R)-2-amino-2-(oxetan-3-yl)acetate,COC(=O)[C@@H](C1COC1)N
51890180,"(2R)-2-amino-4,4-difluorobutanoic acid",C([C@H](C(=O)O)N)C(F)F
10176265,(2R)-2-acetamido-3-sulfanylpropanamide,CC(=O)N[C@@H](CS)C(=O)N
12207119,(2R)-2-methylaziridine,C[C@@H]1CN1
11344059,(1R)-2-fluoro-1-phenylethanol,C1=CC=C(C=C1)[C@H](CF)O
23702041,potassium;acetate;hydrate,CC(=O)[O-].O.[K+]
1891101,(2R)-1-amino-3-methoxypropan-2-ol,COC[C@@H](CN)O
71305270,(2R)-2-methylpyrrolidine-2-carboxylic acid;hydrochloride,C[C@@]1(CCCN1)C(=O)O.Cl
11297930,(1R)-cyclopent-2-en-1-ol,C1C[C@H](C=C1)O
66853731,"(4R)-1,2-oxazolidin-4-ol;hydrochloride",C1[C@H](CON1)O.Cl
12033118,"(3R,4R)-4-hydroxy-3,5-dimethylhexan-2-one",C[C@H]([C@@H](C(C)C)O)C(=O)C
55284243,"(2R)-1,1-difluoropropan-2-amine;hydrochloride",C[C@H](C(F)F)N.Cl
11286536,(2R)-nonan-2-ol,CCCCCCC[C@@H](C)O
638021,(2R)-2-propylpiperidine,CCC[C@@H]1CCCCN1
642190,[(1R)-1-chloroethyl]benzene,C[C@H](C1=CC=CC=C1)Cl
45358833,(3R)-N-methylpyrrolidin-3-amine;dihydrochloride,CN[C@@H]1CCNC1.Cl.Cl
51064142,(2R)-2-aminobutanoic acid;hydrochloride,CC[C@H](C(=O)O)N.Cl
11430749,"(2R)-1-N,1-N-dimethylpropane-1,2-diamine",C[C@H](CN(C)C)N
11959769,(2R)-2-methylhexan-1-ol,CCCC[C@@H](C)CO
56595195,"(1R)-1-cyclopropyl-2,2,2-trifluoroethanamine;hydrochloride",C1CC1[C@H](C(F)(F)F)N.Cl
146680703,(1R)-1-pyrimidin-2-ylethanamine;hydrochloride,C[C@H](C1=NC=CC=N1)N.Cl
86677971,(1R)-1-(oxetan-3-yl)ethanamine,C[C@H](C1COC1)N
86330833,methyl (2R)-2-bromo-3-hydroxypropanoate,COC(=O)[C@@H](CO)Br
42614222,(2R)-2-hydroxypropanimidamide;hydrochloride,C[C@H](C(=N)N)O.Cl
49852441,"(2R)-2,3-dihydroxypropane-1-sulfonic acid",C([C@H](CS(=O)(=O)O)O)O
69033113,(3R)-3-hydroxy-1-methylpyrrolidin-2-one,CN1CC[C@H](C1=O)O
67280314,(3R)-3-amino-1-methylpyrrolidin-2-one;hydrochloride,CN1CC[C@H](C1=O)N.Cl
86767608,(3R)-3-amino-1-methylpiperidin-2-one;hydrochloride,CN1CCC[C@H](C1=O)N.Cl
154577460,(1R)-1-(5-bromothiophen-3-yl)ethanamine;hydrochloride,C[C@H](C1=CSC(=C1)Br)N.Cl
72207988,"[(2R)-4,4-difluoro-1-methylpyrrolidin-2-yl]methanol",CN1CC(C[C@@H]1CO)(F)F
556615,ethoxy-hydroxy-methyl-sulfanylidene-lambda5-phosphane,CCOP(=S)(C)O
45087432,[(2R)-4-methylpiperazin-2-yl]methanol,CN1CCN[C@H](C1)CO
139022359,(1R)-1-(4-bromothiophen-2-yl)ethanamine;hydrochloride,C[C@H](C1=CC(=CS1)Br)N.Cl
5288447,"(4R)-4,5-diamino-5-oxopentanoic acid",C(CC(=O)O)[C@H](C(=O)N)N
86784,1-pyridin-2-ylethanol,CC(C1=CC=CC=N1)O
89967,methyl (2R)-2-amino-4-methylpentanoate,CC(C)C[C@H](C(=O)OC)N
92863,(2R)-2-amino-3-methyl-3-sulfanylbutanoic acid,CC(C)([C@@H](C(=O)O)N)S
7162055,(3R)-3-sulfanylhexan-1-ol,CCC[C@H](CCO)S
12528147,(2R)-oxane-2-carboxylic acid,C1CCO[C@H](C1)C(=O)O
21054778,(2R)-2-amino-3-hydroxypropanamide;hydrochloride,C([C@H](C(=O)N)N)O.Cl
7161121,methyl (2R)-piperazine-2-carboxylate,COC(=O)[C@H]1CNCCN1
7173971,(5R)-5-ethyloxolan-2-one,CC[C@@H]1CCC(=O)O1
7201081,2-[(2R)-oxolan-2-yl]acetic acid,C1C[C@@H](OC1)CC(=O)O
13319559,3-[(2R)-oxiran-2-yl]pyridine,C1[C@H](O1)C2=CN=CC=C2
12304570,(5R)-1-methyl-5-prop-1-en-2-ylcyclohexene,CC1=CCC[C@H](C1)C(=C)C
7219767,(2R)-1-thiophen-2-ylpropan-2-amine,C[C@H](CC1=CC=CS1)N
12947384,(1R)-1-(4-iodophenyl)ethanol,C[C@H](C1=CC=C(C=C1)I)O
28354716,(2R)-1-ethylpyrrolidine-2-carboxylic acid,CCN1CCC[C@@H]1C(=O)O
24871315,"(2R)-N,6-dimethylhept-5-en-2-amine",C[C@H](CCC=C(C)C)NC
13,"1,2,4-trichlorobenzene",C1=CC(=C(C=C1Cl)Cl)Cl
70357324,(3R)-3-methylpiperidine;hydrochloride,C[C@@H]1CCCNC1.Cl
753,"propane-1,2,3-triol",C(C(CO)O)O
785,"benzene-1,4-diol",C1=CC(=CC=C1O)O
4,1-aminopropan-2-ol,CC(CN)O
280,carbon dioxide,C(=O)=O
980,4-nitrophenol,C1=CC(=CC=C1[N+](=O)[O-])O
135,4-hydroxybenzoic acid,C1=CC(=CC=C1C(=O)O)O
403,4-aminophenol,C1=CC(=CC=C1N)O
867,propanedioic acid,C(C(=O)O)C(=O)O
45266748,(2R)-2-sulfonatooxypropanoate,C[C@H](C(=O)[O-])OS(=O)(=O)[O-]
122446094,(2R)-1-(difluoromethoxy)propan-2-amine;hydrochloride,C[C@H](COC(F)F)N.Cl
134609070,"(1R)-2,2-difluorocyclopropan-1-amine;hydrochloride",C1[C@H](C1(F)F)N.Cl
53309828,"1-[(2R)-1,4-dioxan-2-yl]-N-methylmethanamine;hydrochloride",CNC[C@@H]1COCCO1.Cl
53737198,"ethyl (2R)-2,3-dihydroxy-2-methylpropanoate",CCOC(=O)[C@@](C)(CO)O
53338712,(3R)-3-(methoxymethyl)morpholine;hydrochloride,COC[C@@H]1COCCN1.Cl
135084276,"(2R)-oxolane-2,3,4-triol",C1C(C([C@@H](O1)O)O)O
53256388,(3R)-1-ethylpyrrolidin-3-amine;dihydrochloride,CCN1CC[C@H](C1)N.Cl.Cl
164890665,"(2R)-4,4-difluoro-2-methylpyrrolidine;hydrochloride",C[C@@H]1CC(CN1)(F)F.Cl
439352,"(2R,3S)-1,4-bis(sulfanyl)butane-2,3-diol",C([C@H]([C@H](CS)O)O)S
448154,"(2R,3R)-2,3-dihydroxy-3-methylpentanoic acid",CC[C@](C)([C@H](C(=O)O)O)O
124220455,[(3R)-1-methylpyrrolidin-3-yl]methanamine;dihydrochloride,CN1CC[C@@H](C1)CN.Cl.Cl
71743685,(3R)-3-aminobutan-1-ol;hydrochloride,C[C@H](CCO)N.Cl
440014,"(2R,4R)-4-hydroxypyrrolidine-2-carboxylic acid",C1[C@H](CN[C@H]1C(=O)O)O
442634,(3R)-3-aminopyrrolidine-3-carboxylic acid,C1CNC[C@]1(C(=O)O)N
86677913,(2R)-3-fluoro-3-methylbutan-2-amine;hydrochloride,C[C@H](C(C)(C)F)N.Cl
44399116,"[(2R)-1,4-dioxan-2-yl]methanol",C1CO[C@@H](CO1)CO
86587427,,OP(=O)(O)O.[Na].[Na]
45087937,N-methyl-N-[(3R)-pyrrolidin-3-yl]acetamide,CC(=O)N(C)[C@@H]1CCNC1
44630066,(2R)-2-aminopent-4-enoic acid;hydrochloride,C=CC[C@H](C(=O)O)N.Cl
16682942,[(E)-[amino-(cyanoamino)methylidene]amino]-methylmercury,C[Hg]/N=C(\N)/NC#N
7057985,(2R)-2-sulfanylpropanoic acid,C[C@H](C(=O)O)S
7058041,"(5R)-5-(chloromethyl)-1,3-oxazolidin-2-one",C1[C@@H](OC(=O)N1)CCl
7016129,N-[(3R)-pyrrolidin-3-yl]acetamide,CC(=O)N[C@@H]1CCNC1
7018233,(2R)-2-hydroxy-2-methylbutanoic acid,CC[C@](C)(C(=O)O)O
42580053,(2R)-2-(trifluoromethyl)piperidine,C1CCN[C@H](C1)C(F)(F)F
6999618,"(2R)-2-methyl-2,3-dihydro-1H-indole",C[C@@H]1CC2=CC=CC=C2N1
7000150,methyl (2R)-2-bromobutanoate,CC[C@H](C(=O)OC)Br
6999992,(3R)-hex-1-yn-3-ol,CCC[C@H](C#C)O
7014874,(2R)-pent-4-yn-2-ol,C[C@H](CC#C)O
13289080,"(2R)-3-methylbutane-1,2-diol",CC(C)[C@H](CO)O
86758581,(3R)-3-hydroxypentanoate,CC[C@H](CC(=O)[O-])O
53486046,(2R)-2-amino-3-methylbutanamide;hydrochloride,CC(C)[C@H](C(=O)N)N.Cl
12179696,(2R)-2-(4-methylphenyl)oxirane,CC1=CC=C(C=C1)[C@@H]2CO2
10898831,(3R)-3-hydroxyoctan-2-one,CCCCC[C@H](C(=O)C)O
10844522,(2R)-2-acetamido-3-hydroxypropanoic acid,CC(=O)N[C@H](CO)C(=O)O
12771371,(2R)-aziridine-2-carboxylic acid,C1[C@@H](N1)C(=O)O
12638209,"(3R,5S)-3,5-dimethylmorpholine",C[C@@H]1COC[C@@H](N1)C
12618335,(2R)-2-[(2-methylpropan-2-yl)oxymethyl]oxirane,CC(C)(C)OC[C@H]1CO1
53487381,"methyl (2R,3R)-3-amino-2-methylbutanoate;hydrochloride",C[C@H]([C@@H](C)N)C(=O)OC.Cl
53487713,(1R)-1-(6-bromo-3-pyridinyl)ethanamine,C[C@H](C1=CN=C(C=C1)Br)N
12366540,(3R)-3-methylpent-4-enoic acid,C[C@H](CC(=O)O)C=C
53487523,ethyl (2R)-2-aminobutanoate;hydrochloride,CC[C@H](C(=O)OCC)N.Cl
12659078,"(2R)-1,2,4-trimethylpiperazine",C[C@@H]1CN(CCN1C)C
37888267,"(4R)-1,3-thiazinane-4-carboxylic acid",C1CSCN[C@H]1C(=O)O
2782792,2-chloro-4-fluoropyridine,C1=CN=C(C=C1F)Cl
2783168,5-bromo-2-fluoropyridine,C1=CC(=NC=C1Br)F
2783248,"5-chloro-2,3-difluoropyridine",C1=C(C=NC(=C1F)F)Cl
581760,thiophen-3-ylboronic acid,B(C1=CSC=C1)(O)O
5154241,"2,3,4,4a,5,6,7,7a-octahydro-1H-pyrrolo[3,4-b]pyridine",C1CC2CNCC2NC1
2773294,(2-bromophenyl)boronic acid,B(C1=CC=CC=C1Br)(O)O
6973609,"(4R)-1,3-thiazolidin-3-ium-4-carboxylate",C1[C@H]([NH2+]CS1)C(=O)[O-]
10486804,(1R)-cyclohex-2-en-1-ol,C1CC=C[C@@H](C1)O
1270001,"(3R,4R)-1,1-dioxothiolane-3,4-diol",C1[C@@H]([C@H](CS1(=O)=O)O)O
2795171,"6-bromo-1,3-benzothiazole",C1=CC2=C(C=C1Br)SC=N2
2795547,"6-bromoimidazo[1,2-a]pyridine",C1=CC2=NC=CN2C=C1Br
2773586,5-chloro-2-fluorobenzaldehyde,C1=CC(=C(C=C1Cl)C=O)F
2773710,2-chloro-6-fluorophenol,C1=CC(=C(C(=C1)Cl)O)F
137228,"2,4-dibromopentane",CC(CC(C)Br)Br
137664,"2,3-difluorobenzaldehyde",C1=CC(=C(C(=C1)F)F)C=O
164633,(2S)-1-[(2S)-piperidin-2-yl]propan-2-ol,C[C@@H](C[C@@H]1CCCCN1)O
138828,"6-chloroimidazo[1,2-b]pyridazine",C1=CC(=NN2C1=NC=C2)Cl
1488672,"2,4-dichloro-1,3-thiazole-5-carbaldehyde",C(=O)C1=C(N=C(S1)Cl)Cl
195578,phosphono (2R)-2-aminopropanoate,C[C@H](C(=O)OP(=O)(O)O)N
137935,4-methylpyridin-3-amine,CC1=C(C=NC=C1)N
138223,piperidine-4-carbonitrile,C1CNCCC1C#N
197878,ethoxy-ethyl-hydroxy-sulfanylidene-lambda5-phosphane,CCOP(=S)(CC)O
117915,1-bromo-4-methoxy-2-methylbenzene,CC1=C(C=CC(=C1)OC)Br
3034146,"(3R,4R)-3,4-dihydroxyhexane-2,5-dione",CC(=O)[C@@H]([C@H](C(=O)C)O)O
2773307,"5-bromo-2,3-difluorophenol",C1=C(C=C(C(=C1O)F)F)Br
28063204,(3R)-5-oxopyrrolidine-3-carboxylic acid,C1[C@H](CNC1=O)C(=O)O
28064220,(2R)-2-methyloxane-2-carboxylic acid,C[C@@]1(CCCCO1)C(=O)O
28064772,(5R)-5-ethylmorpholin-3-one,CC[C@@H]1COCC(=O)N1
593866,3-chloro-4-fluorobenzaldehyde,C1=CC(=C(C=C1C=O)Cl)F
134213,2-methylsulfanylpropanamide,CC(C(=O)N)SC
57784867,(2R)-2-(methoxymethyl)azetidine,COC[C@H]1CCN1
118458,6-chloropyrazin-2-amine,C1=C(N=C(C=N1)Cl)N
118698,1-[chloromethyl(ethylsulfanyl)phosphoryl]sulfanylethane,CCSP(=O)(CCl)SCC
2759290,azetidin-3-ol;hydrochloride,C1C(CN1)O.Cl
193577,"(2S,3S)-2-amino-3,4-dihydroxybutanoic acid",C([C@H]([C@@H](C(=O)O)N)O)O
1501896,2-[(3R)-piperidin-3-yl]ethanol,C1C[C@@H](CNC1)CCO
6932081,(2R)-2-(bromomethyl)oxolane,C1C[C@@H](OC1)CBr
119224,(2R)-2-amino-3-(2-hydroxyethylsulfanyl)propanoic acid,C(CSC[C@@H](C(=O)O)N)O
119400,"(2R,3R)-2,3-dihydroxybutanedioate",[C@@H]([C@H](C(=O)[O-])O)(C(=O)[O-])O
2778443,2-fluoro-4-methylbenzonitrile,CC1=CC(=C(C=C1)C#N)F
24906336,(2R)-2-aminopropanenitrile,C[C@H](C#N)N
6993259,"N,N-dimethyl-1-[(2R)-piperidin-2-yl]methanamine",CN(C)C[C@H]1CCCCN1
1778758,(3R)-3-aminoheptanoic acid,CCCC[C@H](CC(=O)O)N
6994455,"(2R,3R)-2,3-dimethylpentanal",CC[C@@H](C)[C@@H](C)C=O
6994867,(2R)-2-(prop-2-ynoxymethyl)oxirane,C#CCOC[C@H]1CO1
2774228,"1,2-difluoro-3-methylbenzene",CC1=C(C(=CC=C1)F)F
599528,5-bromo-1H-pyridin-2-one,C1=CC(=O)NC=C1Br
141387,"bicyclo[2.2.1]heptane-2,5-dione",C1C2CC(=O)C1CC2=O
2773581,1-chloro-3-fluoro-2-methoxybenzene,COC1=C(C=CC=C1Cl)F
28419121,(3R)-3-methylthiomorpholine,C[C@@H]1CSCCN1
2762778,3-bromo-2-fluoropyridine,C1=CC(=C(N=C1)F)Br
2763210,"2-bromo-1,3-thiazole-5-carboxylic acid",C1=C(SC(=N1)Br)C(=O)O
182092,(2R)-2-amino-3-methylsulfinylpropanoic acid,CS(=O)C[C@@H](C(=O)O)N
6540253,(2R)-2-amino-3-sulfanylpropanamide,C([C@@H](C(=O)N)N)S
75356584,(1R)-1-(oxan-4-yl)ethanol,C[C@H](C1CCOCC1)O
18649033,"(9aR)-1,3,4,6,7,8,9,9a-octahydropyrazino[2,1-c][1,4]oxazine",C1CN2CCOC[C@H]2CN1
123339,2-methyl-3-phenyloxirane,CC1C(O1)C2=CC=CC=C2
10190774,(2R)-1-methyl-5-oxopyrrolidine-2-carboxylic acid,CN1[C@H](CCC1=O)C(=O)O
177161,(6-chloro-3-pyridinyl)methanol,C1=CC(=NC=C1CO)Cl
137749,"2,3,5,6-tetrafluoropyridine",C1=C(C(=NC(=C1F)F)F)F
2779353,(3-fluoro-4-pyridinyl)boronic acid,B(C1=C(C=NC=C1)F)(O)O
6560427,(2R)-2-(butoxymethyl)oxirane,CCCCOC[C@H]1CO1
6950200,"(2S,4S)-pentane-2,4-diol",C[C@@H](C[C@H](C)O)O
6950212,"(2R,3S)-2,3-dimethylbutanedioic acid",C[C@H]([C@H](C)C(=O)O)C(=O)O
6950288,"(2S,5S)-hexane-2,5-diol",C[C@@H](CC[C@H](C)O)O
124415470,(2R)-4-methylsulfanylbutan-2-ol,C[C@H](CCSC)O
145742,(2S)-pyrrolidine-2-carboxylic acid,C1C[C@H](NC1)C(=O)O
2783171,2-bromo-5-fluoropyridine,C1=CC(=NC=C1F)Br
2783287,"2,3,5-trifluoropyridine",C1=C(C=NC(=C1F)F)F
11788378,"(2R,3R)-2-amino-3-hydroxybutanedioic acid",[C@@H]([C@H](C(=O)O)O)(C(=O)O)N
189818,"7-chlorohepta-2,3-dien-5-yn-1-ol",C(C=C=CC#CCCl)O
6950767,(3R)-1-ethylpiperidin-3-amine,CCN1CCC[C@H](C1)N
2782362,1-(3-fluorophenyl)ethanamine,CC(C1=CC(=CC=C1)F)N
128827,"(4R)-3-nitroso-1,3-thiazolidine-4-carboxylic acid",C1[C@H](N(CS1)N=O)C(=O)O
2783270,(2-fluoro-3-pyridinyl)boronic acid,B(C1=C(N=CC=C1)F)(O)O
193083,"(4S,5R)-4,5-dihydroxyhexanal",C[C@H]([C@H](CCC=O)O)O
6999067,(2R)-2-hex-5-enyloxirane,C=CCCCC[C@@H]1CO1
5152159,3-(trifluoromethyl)pyrrolidine,C1CNCC1C(F)(F)F
149055,1-chloro-2-(1-chloropropan-2-ylsulfanyl)propane,CC(CCl)SC(C)CCl
206246,6-chloropyridin-2-amine,C1=CC(=NC(=C1)Cl)N
2783217,4-fluoro-2-methylbenzaldehyde,CC1=C(C=CC(=C1)F)C=O
191652,"(2R,3S)-3-aminobutane-1,2,4-triol",C([C@@H]([C@H](CO)O)N)O
192876,"(2R,3S,4R)-2-(hydroxymethyl)oxane-3,4-diol",C1CO[C@@H]([C@H]([C@@H]1O)O)CO
14502706,1-[(2R)-2-ethynylpyrrolidin-1-yl]ethanone,CC(=O)N1CCC[C@@H]1C#C
6992965,(2R)-2-(bromomethyl)oxirane,C1[C@@H](O1)CBr
1516505,azetidin-3-one,C1C(=O)CN1
