Molecule_ID,Name,SMILES,Handedness
Mol_652,"(7R)-7-methyl-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrazine_enantiomer",C[C@H]1CNCc2ccnn21,S
Mol_653,2-[(2R)-azetidin-2-yl]-N-methylethanamine;hydrochloride,CNCC[C@H]1CCN1.Cl,S
Mol_654,2-[(2R)-azetidin-2-yl]-N-methylethanamine;hydrochloride_enantiomer,CNCC[C@@H]1CCN1.Cl,R
Mol_655,"(2R)-2,4-dihydroxy-3,3-dimethylbutanoic acid",CC(C)(CO)[C@@H](O)C(=O)O,R
Mol_656,"(2R)-2,4-dihydroxy-3,3-dimethylbutanoic acid_enantiomer",CC(C)(CO)[C@H](O)C(=O)O,S
Mol_657,"(5R)-5-(aminomethyl)-1,3-oxazolidin-2-one",NC[C@@H]1CNC(=O)O1,R
Mol_658,"(5R)-5-(aminomethyl)-1,3-oxazolidin-2-one_enantiomer",NC[C@H]1CNC(=O)O1,S
Mol_659,(2R)-2-amino-2-methylhexanoic acid,CCCC[C@@](C)(N)C(=O)O,R
Mol_660,(2R)-2-amino-2-methylhexanoic acid_enantiomer,CCCC[C@](C)(N)C(=O)O,S
Mol_661,(2R)-2-(fluoromethyl)piperazine,FC[C@H]1CNCCN1,R
Mol_662,(2R)-2-(fluoromethyl)piperazine_enantiomer,FC[C@@H]1CNCCN1,S
Mol_663,"(2R)-2,4-dihydroxy-3-oxobutanoate",O=C([O-])[C@H](O)C(=O)CO,R
Mol_664,"(2R)-2,4-dihydroxy-3-oxobutanoate_enantiomer",O=C([O-])[C@@H](O)C(=O)CO,S
Mol_665,2-[(3R)-piperidin-3-yl]acetic acid,O=C(O)C[C@H]1CCCNC1,R
Mol_666,2-[(3R)-piperidin-3-yl]acetic acid_enantiomer,O=C(O)C[C@@H]1CCCNC1,S
Mol_667,(3R)-3-methyl-4-oxopentanal,CC(=O)[C@H](C)CC=O,R
Mol_668,(3R)-3-methyl-4-oxopentanal_enantiomer,CC(=O)[C@@H](C)CC=O,S
Mol_669,"(3R)-1,1-dioxo-2,3-dihydrothiophen-3-ol",O=S1(=O)C=C[C@@H](O)C1,R
Mol_670,"(3R)-1,1-dioxo-2,3-dihydrothiophen-3-ol_enantiomer",O=S1(=O)C=C[C@H](O)C1,S
Mol_671,(3R)-1-ethylpiperidin-3-ol,CCN1CCC[C@@H](O)C1,R
Mol_672,(3R)-1-ethylpiperidin-3-ol_enantiomer,CCN1CCC[C@H](O)C1,S
Mol_673,(1R)-1-(2H-triazol-4-yl)ethanamine;hydrochloride,C[C@@H](N)c1cn[nH]n1.Cl,R
Mol_674,(1R)-1-(2H-triazol-4-yl)ethanamine;hydrochloride_enantiomer,C[C@H](N)c1cn[nH]n1.Cl,S
Mol_675,(4R)-4-hydroxypyrrolidin-2-one,O=C1C[C@@H](O)CN1,R
Mol_676,(4R)-4-hydroxypyrrolidin-2-one_enantiomer,O=C1C[C@H](O)CN1,S
Mol_677,(1R)-1-(1-methylcyclopropyl)ethanamine;hydrochloride,C[C@@H](N)C1(C)CC1.Cl,R
Mol_678,(1R)-1-(1-methylcyclopropyl)ethanamine;hydrochloride_enantiomer,C[C@H](N)C1(C)CC1.Cl,S
Mol_679,(2R)-2-(aminomethyl)-4-methylpentanoic acid,CC(C)C[C@H](CN)C(=O)O,R
Mol_680,(2R)-2-(aminomethyl)-4-methylpentanoic acid_enantiomer,CC(C)C[C@@H](CN)C(=O)O,S
Mol_681,(5R)-5-propan-2-ylmorpholin-3-one,CC(C)[C@@H]1COCC(=O)N1,R
Mol_682,(5R)-5-propan-2-ylmorpholin-3-one_enantiomer,CC(C)[C@H]1COCC(=O)N1,S
Mol_683,(3R)-3-aminoheptan-1-ol;hydrochloride,CCCC[C@@H](N)CCO.Cl,R
Mol_684,(3R)-3-aminoheptan-1-ol;hydrochloride_enantiomer,CCCC[C@H](N)CCO.Cl,S
Mol_685,"(3R)-2-methylpentane-2,3-diol",CC[C@@H](O)C(C)(C)O,R
Mol_686,"(3R)-2-methylpentane-2,3-diol_enantiomer",CC[C@H](O)C(C)(C)O,S
Mol_687,(6R)-4-ethyl-6-methylmorpholin-2-one,CCN1CC(=O)O[C@H](C)C1,R
Mol_688,(6R)-4-ethyl-6-methylmorpholin-2-one_enantiomer,CCN1CC(=O)O[C@@H](C)C1,S
Mol_689,ethyl (3R)-3-aminobutanoate,CCOC(=O)C[C@@H](C)N,R
Mol_690,ethyl (3R)-3-aminobutanoate_enantiomer,CCOC(=O)C[C@H](C)N,S
Mol_691,"(5R)-4-imino-1,3-diazabicyclo[3.1.0]hexan-2-one",N=C1NC(=O)N2C[C@H]12,R
Mol_692,"(5R)-4-imino-1,3-diazabicyclo[3.1.0]hexan-2-one_enantiomer",N=C1NC(=O)N2C[C@@H]12,S
Mol_693,(2R)-2-(methylamino)propanoic acid;hydrochloride,CN[C@H](C)C(=O)O.Cl,R
Mol_694,(2R)-2-(methylamino)propanoic acid;hydrochloride_enantiomer,CN[C@@H](C)C(=O)O.Cl,S
Mol_695,(6R)-6-methylcyclohex-2-en-1-one,C[C@@H]1CCC=CC1=O,R
Mol_696,(6R)-6-methylcyclohex-2-en-1-one_enantiomer,C[C@H]1CCC=CC1=O,S
Mol_697,(3R)-3-hydroxy-2-oxobutanoate,C[C@@H](O)C(=O)C(=O)[O-],R
Mol_698,(3R)-3-hydroxy-2-oxobutanoate_enantiomer,C[C@H](O)C(=O)C(=O)[O-],S
Mol_699,(3R)-3-(chloromethyl)pyrrolidine,ClC[C@@H]1CCNC1,R
Mol_700,(3R)-3-(chloromethyl)pyrrolidine_enantiomer,ClC[C@H]1CCNC1,S
Mol_701,(1R)-1-pyridin-4-ylethanol,C[C@@H](O)c1ccncc1,R
Mol_702,(1R)-1-pyridin-4-ylethanol_enantiomer,C[C@H](O)c1ccncc1,S
Mol_703,"(5R)-6,7-dihydro-5H-cyclopenta[c]pyridin-5-ol",O[C@@H]1CCc2cnccc21,R
Mol_704,"(5R)-6,7-dihydro-5H-cyclopenta[c]pyridin-5-ol_enantiomer",O[C@H]1CCc2cnccc21,S
Mol_705,(R)-bromo-chloro-iodomethane,Cl[C@H](Br)I,R
Mol_706,(R)-bromo-chloro-iodomethane_enantiomer,Cl[C@@H](Br)I,S
Mol_707,1-bromo-3-[(R)-methylsulfinyl]benzene,C[S@@](=O)c1cccc(Br)c1,S
Mol_708,1-bromo-3-[(R)-methylsulfinyl]benzene_enantiomer,C[S@](=O)c1cccc(Br)c1,R
Mol_709,"(5R)-1,4-oxazepane-5-carboxylic acid",O=C(O)[C@H]1CCOCCN1,R
Mol_710,"(5R)-1,4-oxazepane-5-carboxylic acid_enantiomer",O=C(O)[C@@H]1CCOCCN1,S
Mol_711,(R)-5-chlorothiophene-2-sulfinamide,N[S@](=O)c1ccc(Cl)s1,S
Mol_712,(R)-5-chlorothiophene-2-sulfinamide_enantiomer,N[S@@](=O)c1ccc(Cl)s1,R
Mol_713,"(1R)-1-(1,3-dimethylpyrazol-4-yl)ethanamine",Cc1nn(C)cc1[C@@H](C)N,R
Mol_714,"(1R)-1-(1,3-dimethylpyrazol-4-yl)ethanamine_enantiomer",Cc1nn(C)cc1[C@H](C)N,S
Mol_715,[(1R)-3-methylcyclopent-3-en-1-yl]methanol,CC1=CC[C@@H](CO)C1,R
Mol_716,[(1R)-3-methylcyclopent-3-en-1-yl]methanol_enantiomer,CC1=CC[C@H](CO)C1,S
Mol_717,(3R)-3-(methylamino)butanoic acid,CN[C@H](C)CC(=O)O,R
Mol_718,(3R)-3-(methylamino)butanoic acid_enantiomer,CN[C@@H](C)CC(=O)O,S
Mol_719,(R)-amino(methoxy)methanethiol,CO[C@@H](N)S,R
Mol_720,(R)-amino(methoxy)methanethiol_enantiomer,CO[C@H](N)S,S
Mol_721,(3R)-3-aminobutanamide,C[C@@H](N)CC(N)=O,R
Mol_722,(3R)-3-aminobutanamide_enantiomer,C[C@H](N)CC(N)=O,S
Mol_723,(2R)-octan-2-ol,CCCCCC[C@@H](C)O,R
Mol_724,(2R)-octan-2-ol_enantiomer,CCCCCC[C@H](C)O,S
Mol_725,(2R)-2-amino-2-(1H-pyrrol-3-yl)ethanol;hydrochloride,Cl.N[C@@H](CO)c1cc[nH]c1,R
Mol_726,(2R)-2-amino-2-(1H-pyrrol-3-yl)ethanol;hydrochloride_enantiomer,Cl.N[C@H](CO)c1cc[nH]c1,S
Mol_727,1-[(2R)-pyrrolidin-2-yl]prop-2-en-1-one,C=CC(=O)[C@H]1CCCN1,R
Mol_728,1-[(2R)-pyrrolidin-2-yl]prop-2-en-1-one_enantiomer,C=CC(=O)[C@@H]1CCCN1,S
Mol_729,[(2R)-oxan-2-yl]methanamine;hydrochloride,Cl.NC[C@H]1CCCCO1,R
Mol_730,[(2R)-oxan-2-yl]methanamine;hydrochloride_enantiomer,Cl.NC[C@@H]1CCCCO1,S
Mol_731,"(3R)-2,2-difluoro-4-methylpentan-3-amine",CC(C)[C@@H](N)C(C)(F)F,R
Mol_732,"(3R)-2,2-difluoro-4-methylpentan-3-amine_enantiomer",CC(C)[C@H](N)C(C)(F)F,S
Mol_733,(3R)-3-amino-4-hydroxybutan-2-one,CC(=O)[C@H](N)CO,R
Mol_734,(3R)-3-amino-4-hydroxybutan-2-one_enantiomer,CC(=O)[C@@H](N)CO,S
Mol_735,(2R)-1-aminobutan-2-ol,CC[C@@H](O)CN,R
Mol_736,(2R)-1-aminobutan-2-ol_enantiomer,CC[C@H](O)CN,S
Mol_737,"(2R)-1,4-dibromobutan-2-ol",O[C@@H](CBr)CCBr,R
Mol_738,"(2R)-1,4-dibromobutan-2-ol_enantiomer",O[C@H](CBr)CCBr,S
Mol_739,(2R)-2-bromohexanoic acid,CCCC[C@@H](Br)C(=O)O,R
Mol_740,(2R)-2-bromohexanoic acid_enantiomer,CCCC[C@H](Br)C(=O)O,S
Mol_741,(2R)-2-methylhexanal,CCCC[C@@H](C)C=O,R
Mol_742,(2R)-2-methylhexanal_enantiomer,CCCC[C@H](C)C=O,S
Mol_743,"(6R)-1,6-dimethyl-3,6-dihydro-2H-pyridine",C[C@@H]1C=CCCN1C,R
Mol_744,"(6R)-1,6-dimethyl-3,6-dihydro-2H-pyridine_enantiomer",C[C@H]1C=CCCN1C,S
Mol_745,(2R)-2-aminobutan-1-ol,CC[C@@H](N)CO,R
Mol_746,(2R)-2-aminobutan-1-ol_enantiomer,CC[C@H](N)CO,S
Mol_747,(1R)-1-(3-fluorocyclobutyl)ethanol,C[C@@H](O)C1CC(F)C1,R
Mol_748,(1R)-1-(3-fluorocyclobutyl)ethanol_enantiomer,C[C@H](O)C1CC(F)C1,S
Mol_749,(2R)-4-methylpentan-2-amine;hydrochloride,CC(C)C[C@@H](C)N.Cl,R
Mol_750,(2R)-4-methylpentan-2-amine;hydrochloride_enantiomer,CC(C)C[C@H](C)N.Cl,S
Mol_751,(3R)-piperidin-3-amine,N[C@@H]1CCCNC1,R
Mol_752,(3R)-piperidin-3-amine_enantiomer,N[C@H]1CCCNC1,S
Mol_753,(2R)-1-cyclopropylpropan-2-ol,C[C@@H](O)CC1CC1,R
Mol_754,(2R)-1-cyclopropylpropan-2-ol_enantiomer,C[C@H](O)CC1CC1,S
Mol_755,(2R)-2-(fluoromethyl)piperidine;hydrochloride,Cl.FC[C@H]1CCCCN1,R
Mol_756,(2R)-2-(fluoromethyl)piperidine;hydrochloride_enantiomer,Cl.FC[C@@H]1CCCCN1,S
Mol_757,"4-[[(R)-methylsulfinyl]methyl]-1,3-thiazol-2-amine",C[S@@](=O)Cc1csc(N)n1,S
Mol_758,"4-[[(R)-methylsulfinyl]methyl]-1,3-thiazol-2-amine_enantiomer",C[S@](=O)Cc1csc(N)n1,R
Mol_759,"(1R)-2,2-difluorocyclopropan-1-amine",N[C@@H]1CC1(F)F,R
Mol_760,"(1R)-2,2-difluorocyclopropan-1-amine_enantiomer",N[C@H]1CC1(F)F,S
Mol_761,(3R)-4-methylpent-1-yn-3-ol,C#C[C@H](O)C(C)C,R
Mol_762,(3R)-4-methylpent-1-yn-3-ol_enantiomer,C#C[C@@H](O)C(C)C,S
Mol_763,2-[(3R)-morpholin-3-yl]acetic acid,O=C(O)C[C@@H]1COCCN1,R
Mol_764,2-[(3R)-morpholin-3-yl]acetic acid_enantiomer,O=C(O)C[C@H]1COCCN1,S
Mol_765,1-[(2R)-pyrrolidin-2-yl]ethanone,CC(=O)[C@H]1CCCN1,R
Mol_766,1-[(2R)-pyrrolidin-2-yl]ethanone_enantiomer,CC(=O)[C@@H]1CCCN1,S
Mol_767,(2R)-3-amino-2-fluoropropanoic acid;hydrochloride,Cl.NC[C@@H](F)C(=O)O,R
Mol_768,(2R)-3-amino-2-fluoropropanoic acid;hydrochloride_enantiomer,Cl.NC[C@H](F)C(=O)O,S
Mol_769,(2R)-1-fluoro-3-methylbutan-2-amine;hydrochloride,CC(C)[C@@H](N)CF.Cl,R
Mol_770,(2R)-1-fluoro-3-methylbutan-2-amine;hydrochloride_enantiomer,CC(C)[C@H](N)CF.Cl,S
Mol_771,"(5R)-2,2,5-trimethylmorpholine",C[C@@H]1COC(C)(C)CN1,R
Mol_772,"(5R)-2,2,5-trimethylmorpholine_enantiomer",C[C@H]1COC(C)(C)CN1,S
Mol_773,"(5R)-4,5,6,7-tetrahydro-3H-benzimidazol-5-amine",N[C@@H]1CCc2nc[nH]c2C1,R
Mol_774,"(5R)-4,5,6,7-tetrahydro-3H-benzimidazol-5-amine_enantiomer",N[C@H]1CCc2nc[nH]c2C1,S
Mol_775,ethyl (3R)-pyrrolidine-3-carboxylate,CCOC(=O)[C@@H]1CCNC1,R
Mol_776,ethyl (3R)-pyrrolidine-3-carboxylate_enantiomer,CCOC(=O)[C@H]1CCNC1,S
Mol_777,"(5S)-5,7-dimethylocta-1,6-diene",C=CCC[C@H](C)C=C(C)C,S
Mol_778,"(5S)-5,7-dimethylocta-1,6-diene_enantiomer",C=CCC[C@@H](C)C=C(C)C,R
Mol_779,"(4R)-2-sulfanylidene-(4,5-13C2)1,3-thiazolidine-4-carboxylic acid",O=[13C](O)[13C@@H]1[13CH2]SC(=S)N1,R
Mol_780,"(4R)-2-sulfanylidene-(4,5-13C2)1,3-thiazolidine-4-carboxylic acid_enantiomer",O=[13C](O)[13C@H]1[13CH2]SC(=S)N1,S
Mol_781,(4R)-4-tert-butylcyclohexene,CC(C)(C)[C@H]1CC=CCC1,R
Mol_782,(4R)-4-tert-butylcyclohexene_enantiomer,CC(C)(C)[C@@H]1CC=CCC1,S
Mol_783,(4R)-octan-4-ol,CCCC[C@H](O)CCC,R
Mol_784,(4R)-octan-4-ol_enantiomer,CCCC[C@@H](O)CCC,S
Mol_785,[(2R)-3-chloro-2-hydroxypropyl] dihydrogen phosphate,O=P(O)(O)OC[C@@H](O)CCl,R
Mol_786,[(2R)-3-chloro-2-hydroxypropyl] dihydrogen phosphate_enantiomer,O=P(O)(O)OC[C@H](O)CCl,S
Mol_787,"(2R)-4-methoxy-2-methyl-2,3-dihydropyran-6-one",COC1=CC(=O)O[C@H](C)C1,R
Mol_788,"(2R)-4-methoxy-2-methyl-2,3-dihydropyran-6-one_enantiomer",COC1=CC(=O)O[C@@H](C)C1,S
Mol_789,1-[(2R)-1-hydroxypropan-2-yl]cyclopentan-1-ol,C[C@H](CO)C1(O)CCCC1,R
Mol_790,1-[(2R)-1-hydroxypropan-2-yl]cyclopentan-1-ol_enantiomer,C[C@@H](CO)C1(O)CCCC1,S
Mol_791,(2R)-2-amino-2-thiophen-3-ylacetic acid,N[C@@H](C(=O)O)c1ccsc1,R
Mol_792,(2R)-2-amino-2-thiophen-3-ylacetic acid_enantiomer,N[C@H](C(=O)O)c1ccsc1,S
Mol_793,"(3Z)-3-[(R)-hydroxy(iodo)methyl]hexa-3,5-dien-2-one",C=C/C=C(/C(C)=O)[C@H](O)I,R
Mol_794,"(3Z)-3-[(R)-hydroxy(iodo)methyl]hexa-3,5-dien-2-one_enantiomer",C=C/C=C(/C(C)=O)[C@@H](O)I,S
Mol_795,(3R)-3-amino-3-cyclopropylpropan-1-ol;hydrochloride,Cl.N[C@H](CCO)C1CC1,R
Mol_796,(3R)-3-amino-3-cyclopropylpropan-1-ol;hydrochloride_enantiomer,Cl.N[C@@H](CCO)C1CC1,S
Mol_797,(1R)-1-(6-methyl-2-pyridinyl)ethanol,Cc1cccc([C@@H](C)O)n1,R
Mol_798,(1R)-1-(6-methyl-2-pyridinyl)ethanol_enantiomer,Cc1cccc([C@H](C)O)n1,S
Mol_799,"(2R)-3,3-difluoropyrrolidine-2-carboxylic acid",O=C(O)[C@H]1NCCC1(F)F,R
Mol_800,"(2R)-3,3-difluoropyrrolidine-2-carboxylic acid_enantiomer",O=C(O)[C@@H]1NCCC1(F)F,S
Mol_801,[(1R)-1-aminoethyl]phosphonic acid,C[C@H](N)P(=O)(O)O,R
Mol_802,[(1R)-1-aminoethyl]phosphonic acid_enantiomer,C[C@@H](N)P(=O)(O)O,S
Mol_803,"(6R)-6-amino-1,4-thiazepan-5-one",N[C@H]1CSCCNC1=O,R
Mol_804,"(6R)-6-amino-1,4-thiazepan-5-one_enantiomer",N[C@@H]1CSCCNC1=O,S
Mol_805,(2R)-2-(methylamino)-3-sulfanylpropanoic acid;hydrochloride,CN[C@@H](CS)C(=O)O.Cl,R
Mol_806,(2R)-2-(methylamino)-3-sulfanylpropanoic acid;hydrochloride_enantiomer,CN[C@H](CS)C(=O)O.Cl,S
Mol_807,2-methylpropyl (2R)-2-chloropropanoate,CC(C)COC(=O)[C@@H](C)Cl,R
Mol_808,2-methylpropyl (2R)-2-chloropropanoate_enantiomer,CC(C)COC(=O)[C@H](C)Cl,S
Mol_809,(2R)-2-amino-2-(furan-3-yl)ethanol,N[C@@H](CO)c1ccoc1,R
Mol_810,(2R)-2-amino-2-(furan-3-yl)ethanol_enantiomer,N[C@H](CO)c1ccoc1,S
Mol_811,"(3R)-3-amino-2,4-dimethylpentan-2-ol",CC(C)[C@@H](N)C(C)(C)O,R
Mol_812,"(3R)-3-amino-2,4-dimethylpentan-2-ol_enantiomer",CC(C)[C@H](N)C(C)(C)O,S
Mol_813,[(3R)-4-methylmorpholin-3-yl]methanol;hydrochloride,CN1CCOC[C@H]1CO.Cl,R
Mol_814,[(3R)-4-methylmorpholin-3-yl]methanol;hydrochloride_enantiomer,CN1CCOC[C@@H]1CO.Cl,S
Mol_815,(4R)-4-ethenyl-4-methylazetidin-2-one,C=C[C@@]1(C)CC(=O)N1,R
Mol_816,(4R)-4-ethenyl-4-methylazetidin-2-one_enantiomer,C=C[C@]1(C)CC(=O)N1,S
Mol_817,"(R)-amino(cyclohepta-1,3-dien-1-yl)methanethiol",N[C@H](S)C1=CC=CCCC1,R
Mol_818,"(R)-amino(cyclohepta-1,3-dien-1-yl)methanethiol_enantiomer",N[C@@H](S)C1=CC=CCCC1,S
Mol_819,2-[[(R)-methylsulfinyl]methyl]furan,C[S@@](=O)Cc1ccco1,S
Mol_820,2-[[(R)-methylsulfinyl]methyl]furan_enantiomer,C[S@](=O)Cc1ccco1,R
Mol_821,methyl (2R)-2-sulfanylpropanoate,COC(=O)[C@@H](C)S,R
Mol_822,methyl (2R)-2-sulfanylpropanoate_enantiomer,COC(=O)[C@H](C)S,S
Mol_823,(2R)-2-hydroxy-2-methyl-3-oxobutanoic acid,CC(=O)[C@@](C)(O)C(=O)O,R
Mol_824,(2R)-2-hydroxy-2-methyl-3-oxobutanoic acid_enantiomer,CC(=O)[C@](C)(O)C(=O)O,S
Mol_825,(5R)-5-aminopyrrolidin-2-one,N[C@H]1CCC(=O)N1,R
Mol_826,(5R)-5-aminopyrrolidin-2-one_enantiomer,N[C@@H]1CCC(=O)N1,S
Mol_827,1-[(R)-[(E)-prop-1-enyl]sulfanylsulfinyl]propane,C/C=C/S[S@@](=O)CCC,S
Mol_828,1-[(R)-[(E)-prop-1-enyl]sulfanylsulfinyl]propane_enantiomer,C/C=C/S[S@](=O)CCC,R
Mol_829,(3R)-oxan-3-amine,N[C@@H]1CCCOC1,R
Mol_830,(3R)-oxan-3-amine_enantiomer,N[C@H]1CCCOC1,S
Mol_831,(5R)-5-(bromomethyl)-1-methylimidazolidin-2-one,CN1C(=O)NC[C@@H]1CBr,R
Mol_832,(5R)-5-(bromomethyl)-1-methylimidazolidin-2-one_enantiomer,CN1C(=O)NC[C@H]1CBr,S
Mol_833,(1R)-1-(2-bromo-4-pyridinyl)ethanamine,C[C@@H](N)c1ccnc(Br)c1,R
Mol_834,(1R)-1-(2-bromo-4-pyridinyl)ethanamine_enantiomer,C[C@H](N)c1ccnc(Br)c1,S
Mol_835,"(2R)-hex-5-ene-1,2-diol",C=CCC[C@@H](O)CO,R
Mol_836,"(2R)-hex-5-ene-1,2-diol_enantiomer",C=CCC[C@H](O)CO,S
Mol_837,ethyl (2R)-2-cyanopropanoate,CCOC(=O)[C@H](C)C#N,R
Mol_838,ethyl (2R)-2-cyanopropanoate_enantiomer,CCOC(=O)[C@@H](C)C#N,S
Mol_839,"ethyl (2R)-2,3-dihydroxy-2-methylpropanoate",CCOC(=O)[C@](C)(O)CO,R
Mol_840,"ethyl (2R)-2,3-dihydroxy-2-methylpropanoate_enantiomer",CCOC(=O)[C@@](C)(O)CO,S
Mol_841,(2R)-2-amino-4-methylpentanamide;hydrochloride,CC(C)C[C@@H](N)C(N)=O.Cl,R
Mol_842,(2R)-2-amino-4-methylpentanamide;hydrochloride_enantiomer,CC(C)C[C@H](N)C(N)=O.Cl,S
Mol_843,(2R)-2-ethyloxirane,CC[C@@H]1CO1,R
Mol_844,(2R)-2-ethyloxirane_enantiomer,CC[C@H]1CO1,S
Mol_845,1-[(2R)-piperidin-2-yl]propan-2-one,CC(=O)C[C@H]1CCCCN1,R
Mol_846,1-[(2R)-piperidin-2-yl]propan-2-one_enantiomer,CC(=O)C[C@@H]1CCCCN1,S
Mol_847,"(2R)-4,4,4-trifluoro-2-methylbutan-1-ol",C[C@@H](CO)CC(F)(F)F,R
Mol_848,"(2R)-4,4,4-trifluoro-2-methylbutan-1-ol_enantiomer",C[C@H](CO)CC(F)(F)F,S
Mol_849,"(4R)-4-(hydroxymethyl)-1,3-oxazolidin-2-one",O=C1N[C@H](CO)CO1,R
Mol_850,"(4R)-4-(hydroxymethyl)-1,3-oxazolidin-2-one_enantiomer",O=C1N[C@@H](CO)CO1,S
Mol_851,"(3R)-3-ethyl-1,4-diazepan-2-one",CC[C@H]1NCCCNC1=O,R
Mol_852,"(3R)-3-ethyl-1,4-diazepan-2-one_enantiomer",CC[C@@H]1NCCCNC1=O,S
Mol_853,(1R)-1-(5-methyl-2-pyridinyl)ethanamine,Cc1ccc([C@@H](C)N)nc1,R
Mol_854,(1R)-1-(5-methyl-2-pyridinyl)ethanamine_enantiomer,Cc1ccc([C@H](C)N)nc1,S
Mol_855,"(2R)-2,5-diamino-5-oxopentanoic acid",NC(=O)CC[C@@H](N)C(=O)O,R
Mol_856,"(2R)-2,5-diamino-5-oxopentanoic acid_enantiomer",NC(=O)CC[C@H](N)C(=O)O,S
Mol_857,(3R)-3-methylsulfanylhexan-1-ol,CCC[C@H](CCO)SC,R
Mol_858,(3R)-3-methylsulfanylhexan-1-ol_enantiomer,CCC[C@@H](CCO)SC,S
Mol_859,1-[(2R)-2-aminopropyl]-3-methylazetidin-3-ol,C[C@@H](N)CN1CC(C)(O)C1,R
Mol_860,1-[(2R)-2-aminopropyl]-3-methylazetidin-3-ol_enantiomer,C[C@H](N)CN1CC(C)(O)C1,S
Mol_861,(3R)-3-amino-3-cyclobutylpropanoic acid,N[C@H](CC(=O)O)C1CCC1,R
Mol_862,(3R)-3-amino-3-cyclobutylpropanoic acid_enantiomer,N[C@@H](CC(=O)O)C1CCC1,S
Mol_863,(8R)-8-amino-6-azaspiro[3.4]octan-5-one,N[C@H]1CNC(=O)C12CCC2,R
Mol_864,(8R)-8-amino-6-azaspiro[3.4]octan-5-one_enantiomer,N[C@@H]1CNC(=O)C12CCC2,S
Mol_865,(2R)-2-aminobut-3-ynoic acid;hydrochloride,C#C[C@@H](N)C(=O)O.Cl,R
Mol_866,(2R)-2-aminobut-3-ynoic acid;hydrochloride_enantiomer,C#C[C@H](N)C(=O)O.Cl,S
Mol_867,(2R)-3-azido-2-hydroxypropanoic acid,[N-]=[N+]=NC[C@@H](O)C(=O)O,R
Mol_868,(2R)-3-azido-2-hydroxypropanoic acid_enantiomer,[N-]=[N+]=NC[C@H](O)C(=O)O,S
Mol_869,(R)-amino(ethylsulfanyl)methanol,CCS[C@H](N)O,R
Mol_870,(R)-amino(ethylsulfanyl)methanol_enantiomer,CCS[C@@H](N)O,S
Mol_871,(2R)-morpholine-2-carboxylic acid;hydrochloride,Cl.O=C(O)[C@H]1CNCCO1,R
Mol_872,(2R)-morpholine-2-carboxylic acid;hydrochloride_enantiomer,Cl.O=C(O)[C@@H]1CNCCO1,S
Mol_873,(1R)-2-methoxycyclohexan-1-ol,COC1CCCC[C@H]1O,R
Mol_874,(1R)-2-methoxycyclohexan-1-ol_enantiomer,COC1CCCC[C@@H]1O,S
Mol_875,[(R)-fluoromethylsulfinyl]benzene,O=[S@@](CF)c1ccccc1,S
Mol_876,[(R)-fluoromethylsulfinyl]benzene_enantiomer,O=[S@](CF)c1ccccc1,R
Mol_877,"[(4R)-2,2-dimethyloxan-4-yl]methanol",CC1(C)C[C@H](CO)CCO1,R
Mol_878,"[(4R)-2,2-dimethyloxan-4-yl]methanol_enantiomer",CC1(C)C[C@@H](CO)CCO1,S
Mol_879,(2R)-2-methyl-3-(methylamino)propanoic acid,CNC[C@@H](C)C(=O)O,R
Mol_880,(2R)-2-methyl-3-(methylamino)propanoic acid_enantiomer,CNC[C@H](C)C(=O)O,S
Mol_881,[(2R)-butan-2-yl] carbonochloridate,CC[C@@H](C)OC(=O)Cl,R
Mol_882,[(2R)-butan-2-yl] carbonochloridate_enantiomer,CC[C@H](C)OC(=O)Cl,S
Mol_883,methyl (4R)-4-aminocyclopentene-1-carboxylate,COC(=O)C1=CC[C@@H](N)C1,R
Mol_884,methyl (4R)-4-aminocyclopentene-1-carboxylate_enantiomer,COC(=O)C1=CC[C@H](N)C1,S
Mol_885,ethyl (2R)-3-hydroxy-2-methylpropanoate,CCOC(=O)[C@H](C)CO,R
Mol_886,ethyl (2R)-3-hydroxy-2-methylpropanoate_enantiomer,CCOC(=O)[C@@H](C)CO,S
Mol_887,(2R)-2-ethenyl-2-methyloxirane,C=C[C@]1(C)CO1,R
Mol_888,(2R)-2-ethenyl-2-methyloxirane_enantiomer,C=C[C@@]1(C)CO1,S
Mol_889,(3R)-3-acetylcyclohexan-1-one,CC(=O)[C@@H]1CCCC(=O)C1,R
Mol_890,(3R)-3-acetylcyclohexan-1-one_enantiomer,CC(=O)[C@H]1CCCC(=O)C1,S
Mol_891,(2R)-2-methylazepane;hydrochloride,C[C@@H]1CCCCCN1.Cl,R
Mol_892,(2R)-2-methylazepane;hydrochloride_enantiomer,C[C@H]1CCCCCN1.Cl,S
Mol_893,(2R)-2-aminobutanedioic acid,N[C@H](CC(=O)O)C(=O)O,R
Mol_894,(2R)-2-aminobutanedioic acid_enantiomer,N[C@@H](CC(=O)O)C(=O)O,S
Mol_895,"(1R)-1-(2-methyl-1,3-thiazol-4-yl)ethanamine",Cc1nc([C@@H](C)N)cs1,R
Mol_896,"(1R)-1-(2-methyl-1,3-thiazol-4-yl)ethanamine_enantiomer",Cc1nc([C@H](C)N)cs1,S
Mol_897,(3R)-oct-1-en-3-ol,C=C[C@H](O)CCCCC,R
Mol_898,(3R)-oct-1-en-3-ol_enantiomer,C=C[C@@H](O)CCCCC,S
